client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
3395;39800;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
3397;36000;2025-08-05;3;28;Moyen montant / faible activité / intermédiaire;6
3409;91657;2025-08-12;13;21;VIP (montant élevé, très actifs, récents);14
3473;48278;2025-08-16;5;17;Moyen montant / moyen activité / récent;10
3503;135300;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
3511;25253;2025-08-18;74;15;Fidèles réguliers (activité élevée, montant moyen);4
3531;32500;2025-07-04;1;60;Moyen montant / faible activité / ancien;5
3545;55000;2025-07-28;11;36;Moyen montant / élevé activité / ancien;11
3547;24745;2025-08-15;9;18;Moyen montant / moyen activité / récent;10
3875;30000;2025-08-09;2;24;Moyen montant / faible activité / intermédiaire;6
4335;65000;2025-07-12;2;52;Premium dormants (haut montant, peu actifs, anciens);13
4336;56125;2025-07-30;2;34;Moyen montant / faible activité / ancien;5
4347;113000;2025-08-11;6;22;Élevé montant / moyen activité / récent;20
4405;29822;2025-08-16;25;17;Fidèles réguliers (activité élevée, montant moyen);4
4435;18470;2025-08-12;18;21;Petits mais actifs (faible montant, très actifs);12
4443;55000;2025-08-07;1;26;Moyen montant / faible activité / intermédiaire;6
4459;18409;2025-08-14;10;19;Petits mais actifs (faible montant, très actifs);12
4486;124356;2025-08-11;33;22;VIP (montant élevé, très actifs, récents);14
4494;78667;2025-08-03;6;30;Élevé montant / moyen activité / intermédiaire;19
4499;95250;2025-08-10;2;23;Élevé montant / faible activité / intermédiaire;16
4511;60967;2025-07-04;3;60;Moyen montant / faible activité / ancien;5
4512;50021;2025-08-16;43;17;Fidèles réguliers (activité élevée, montant moyen);4
4554;33790;2025-08-15;26;18;Fidèles réguliers (activité élevée, montant moyen);4
4560;40088;2025-08-02;4;31;Moyen montant / moyen activité / intermédiaire;9
4570;13490;2025-08-18;117;15;Petits mais actifs (faible montant, très actifs);12
4574;58893;2025-08-06;2;27;Moyen montant / faible activité / intermédiaire;6
4613;128729;2025-07-31;10;33;VIP (montant élevé, très actifs, récents);14
4698;66600;2025-08-18;23;15;VIP (montant élevé, très actifs, récents);14
4702;29417;2025-08-12;9;21;Moyen montant / moyen activité / récent;10
4704;65621;2025-08-07;11;26;VIP (montant élevé, très actifs, récents);14
4751;28119;2025-08-12;64;21;Fidèles réguliers (activité élevée, montant moyen);4
4821;29317;2025-08-16;7;17;Moyen montant / moyen activité / récent;10
4856;13540;2025-08-18;86;15;Petits mais actifs (faible montant, très actifs);12
4858;17500;2025-07-23;2;41;À réactiver (petit montant, anciens);15
4866;65486;2025-08-05;20;28;VIP (montant élevé, très actifs, récents);14
4867;73888;2025-08-05;4;28;Élevé montant / moyen activité / intermédiaire;19
4883;33030;2025-08-09;6;24;Moyen montant / moyen activité / intermédiaire;9
4921;100000;2025-08-12;2;21;Élevé montant / faible activité / récent;17
4922;20625;2025-08-10;8;23;Faible montant / moyen activité / intermédiaire;2
4973;20945;2025-08-02;31;31;Petits mais actifs (faible montant, très actifs);12
5020;47760;2025-08-02;5;31;Moyen montant / moyen activité / intermédiaire;9
5105;156000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5108;44400;2025-07-25;1;39;Moyen montant / faible activité / ancien;5
5116;10000;2025-07-12;1;52;À réactiver (petit montant, anciens);15
5133;26306;2025-08-09;18;24;Fidèles réguliers (activité élevée, montant moyen);4
5139;100000;2025-08-07;2;26;Élevé montant / faible activité / intermédiaire;16
5198;16038;2025-08-16;25;17;Petits mais actifs (faible montant, très actifs);12
5226;81928;2025-07-22;23;42;Élevé montant / élevé activité / ancien;21
5252;22600;2025-07-18;3;46;À réactiver (petit montant, anciens);15
5257;60342;2025-08-10;6;23;Moyen montant / moyen activité / intermédiaire;9
5313;54500;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
5324;47500;2025-08-08;7;25;Moyen montant / moyen activité / intermédiaire;9
5373;5000;2025-07-11;1;53;À réactiver (petit montant, anciens);15
5375;12375;2025-08-15;8;18;Faible montant / moyen activité / récent;3
5409;37582;2025-08-17;65;16;Fidèles réguliers (activité élevée, montant moyen);4
5434;145000;2025-08-01;3;32;Élevé montant / faible activité / intermédiaire;16
5442;157333;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
5509;14284;2025-07-29;23;35;Petits mais actifs (faible montant, très actifs);12
5559;54990;2025-08-12;32;21;Fidèles réguliers (activité élevée, montant moyen);4
5596;13210;2025-08-04;36;29;Petits mais actifs (faible montant, très actifs);12
5602;100500;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
5634;76163;2025-07-26;1;38;Premium dormants (haut montant, peu actifs, anciens);13
5657;34461;2025-08-14;46;19;Fidèles réguliers (activité élevée, montant moyen);4
5686;140000;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
5707;106250;2025-08-06;4;27;Élevé montant / moyen activité / intermédiaire;19
5752;10886;2025-08-18;117;15;Petits mais actifs (faible montant, très actifs);12
5774;18750;2025-08-11;16;22;Petits mais actifs (faible montant, très actifs);12
5798;7117;2025-08-01;18;32;Petits mais actifs (faible montant, très actifs);12
5822;28750;2025-07-21;4;43;Moyen montant / moyen activité / ancien;8
5850;23535;2025-08-17;2;16;Moyen montant / faible activité / récent;7
5878;60000;2025-08-09;1;24;Moyen montant / faible activité / intermédiaire;6
5892;43040;2025-08-13;6;20;Moyen montant / moyen activité / récent;10
5906;42254;2025-07-29;14;35;Moyen montant / élevé activité / ancien;11
5932;13337;2025-08-18;15;15;Petits mais actifs (faible montant, très actifs);12
5942;57308;2025-08-18;10;15;Fidèles réguliers (activité élevée, montant moyen);4
5974;4337;2025-08-17;5;16;Faible montant / moyen activité / récent;3
5982;128750;2025-08-01;20;32;VIP (montant élevé, très actifs, récents);14
6026;60000;2025-08-09;2;24;Moyen montant / faible activité / intermédiaire;6
6056;18250;2025-08-17;4;16;Faible montant / moyen activité / récent;3
6066;20488;2025-08-18;16;15;Petits mais actifs (faible montant, très actifs);12
6082;15768;2025-07-31;25;33;Petits mais actifs (faible montant, très actifs);12
6110;5000;2025-07-22;1;42;À réactiver (petit montant, anciens);15
6196;93010;2025-07-29;2;35;Premium dormants (haut montant, peu actifs, anciens);13
6201;81273;2025-06-30;4;64;Élevé montant / moyen activité / ancien;18
6208;23866;2025-08-18;67;15;Fidèles réguliers (activité élevée, montant moyen);4
6238;109485;2025-08-14;10;19;VIP (montant élevé, très actifs, récents);14
6242;60578;2025-06-26;4;68;Moyen montant / moyen activité / ancien;8
6243;16627;2025-08-18;20;15;Petits mais actifs (faible montant, très actifs);12
6248;33559;2025-08-12;9;21;Moyen montant / moyen activité / récent;10
6257;85842;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
6281;39423;2025-08-08;20;25;Fidèles réguliers (activité élevée, montant moyen);4
6289;16500;2025-08-05;4;28;Faible montant / moyen activité / intermédiaire;2
6320;59514;2025-07-25;2;39;Moyen montant / faible activité / ancien;5
6334;34100;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
6338;44400;2025-08-10;5;23;Moyen montant / moyen activité / intermédiaire;9
6340;40437;2025-08-18;41;15;Fidèles réguliers (activité élevée, montant moyen);4
6359;29486;2025-08-18;117;15;Fidèles réguliers (activité élevée, montant moyen);4
6361;82143;2025-08-14;7;19;Élevé montant / moyen activité / récent;20
6408;47833;2025-08-07;6;26;Moyen montant / moyen activité / intermédiaire;9
6413;82088;2025-08-16;13;17;VIP (montant élevé, très actifs, récents);14
6433;64312;2025-08-15;16;18;VIP (montant élevé, très actifs, récents);14
6438;62529;2025-08-06;11;27;VIP (montant élevé, très actifs, récents);14
6441;109206;2025-08-14;17;19;VIP (montant élevé, très actifs, récents);14
6526;39000;2025-07-28;2;36;Moyen montant / faible activité / ancien;5
6534;40000;2025-07-23;1;41;Moyen montant / faible activité / ancien;5
6567;25000;2025-08-04;1;29;Moyen montant / faible activité / intermédiaire;6
6591;156143;2025-08-13;7;20;Élevé montant / moyen activité / récent;20
6592;123000;2025-07-31;6;33;Élevé montant / moyen activité / intermédiaire;19
6614;20000;2025-07-18;1;46;À réactiver (petit montant, anciens);15
6654;49562;2025-07-30;8;34;Moyen montant / moyen activité / ancien;8
6655;127849;2025-08-11;7;22;Élevé montant / moyen activité / récent;20
6691;83500;2025-08-05;1;28;Élevé montant / faible activité / intermédiaire;16
6707;18180;2025-07-25;1;39;À réactiver (petit montant, anciens);15
6712;113333;2025-08-16;21;17;VIP (montant élevé, très actifs, récents);14
6731;36490;2025-08-05;4;28;Moyen montant / moyen activité / intermédiaire;9
6773;66794;2025-08-01;34;32;VIP (montant élevé, très actifs, récents);14
6862;20524;2025-08-09;21;24;Petits mais actifs (faible montant, très actifs);12
6919;26708;2025-08-06;19;27;Fidèles réguliers (activité élevée, montant moyen);4
6969;183516;2025-08-13;4;20;Élevé montant / moyen activité / récent;20
6999;200000;2025-08-18;14;15;VIP (montant élevé, très actifs, récents);14
7024;18965;2025-08-04;22;29;Petits mais actifs (faible montant, très actifs);12
7062;137772;2025-08-14;5;19;Élevé montant / moyen activité / récent;20
7109;156500;2025-07-29;2;35;Premium dormants (haut montant, peu actifs, anciens);13
7138;146208;2025-08-04;4;29;Élevé montant / moyen activité / intermédiaire;19
7189;127273;2025-08-14;11;19;VIP (montant élevé, très actifs, récents);14
7191;61148;2025-08-13;6;20;Moyen montant / moyen activité / récent;10
7331;90300;2025-08-16;20;17;VIP (montant élevé, très actifs, récents);14
7372;91000;2025-08-09;1;24;Élevé montant / faible activité / intermédiaire;16
7373;11398;2025-08-02;10;31;Petits mais actifs (faible montant, très actifs);12
7381;18543;2025-08-18;129;15;Petits mais actifs (faible montant, très actifs);12
7475;104580;2025-08-02;6;31;Élevé montant / moyen activité / intermédiaire;19
7579;112004;2025-08-10;14;23;VIP (montant élevé, très actifs, récents);14
7583;180500;2025-07-06;4;58;Élevé montant / moyen activité / ancien;18
7670;12720;2025-08-10;28;23;Petits mais actifs (faible montant, très actifs);12
7714;12895;2025-08-13;15;20;Petits mais actifs (faible montant, très actifs);12
7731;130300;2025-08-10;4;23;Élevé montant / moyen activité / intermédiaire;19
7756;3000;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
7822;133728;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
7884;43000;2025-08-08;1;25;Moyen montant / faible activité / intermédiaire;6
7921;20520;2025-08-16;15;17;Petits mais actifs (faible montant, très actifs);12
7942;22500;2025-07-31;2;33;Faible montant / faible activité / intermédiaire;0
7953;107885;2025-08-18;26;15;VIP (montant élevé, très actifs, récents);14
7969;106750;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
8049;118695;2025-08-15;35;18;VIP (montant élevé, très actifs, récents);14
8113;170000;2025-07-31;1;33;Élevé montant / faible activité / intermédiaire;16
8165;8750;2025-07-30;2;34;À réactiver (petit montant, anciens);15
8174;99057;2025-08-01;7;32;Élevé montant / moyen activité / intermédiaire;19
8277;85768;2025-07-30;6;34;Élevé montant / moyen activité / ancien;18
8280;84140;2025-07-29;10;35;Élevé montant / élevé activité / ancien;21
8309;50250;2025-07-29;2;35;Moyen montant / faible activité / ancien;5
8312;2200;2025-08-04;1;29;Faible montant / faible activité / intermédiaire;0
8323;52518;2025-08-14;57;19;Fidèles réguliers (activité élevée, montant moyen);4
8443;55000;2025-07-16;1;48;Moyen montant / faible activité / ancien;5
8478;42583;2025-07-25;3;39;Moyen montant / faible activité / ancien;5
8520;16615;2025-08-17;2;16;Faible montant / faible activité / récent;1
8584;109949;2025-08-18;7;15;Élevé montant / moyen activité / récent;20
8613;24883;2025-08-18;45;15;Fidèles réguliers (activité élevée, montant moyen);4
8821;35000;2025-07-25;2;39;Moyen montant / faible activité / ancien;5
8838;70701;2025-08-05;7;28;Élevé montant / moyen activité / intermédiaire;19
8887;22500;2025-08-11;2;22;Faible montant / faible activité / récent;1
8892;40777;2025-08-16;38;17;Fidèles réguliers (activité élevée, montant moyen);4
8922;82500;2025-07-26;2;38;Premium dormants (haut montant, peu actifs, anciens);13
8926;79500;2025-06-27;2;67;Premium dormants (haut montant, peu actifs, anciens);13
8939;95115;2025-07-28;6;36;Élevé montant / moyen activité / ancien;18
8982;27355;2025-08-08;13;25;Fidèles réguliers (activité élevée, montant moyen);4
9001;82500;2025-08-12;4;21;Élevé montant / moyen activité / récent;20
9007;185517;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
9061;12125;2025-08-09;8;24;Faible montant / moyen activité / intermédiaire;2
9072;64000;2025-07-25;2;39;Premium dormants (haut montant, peu actifs, anciens);13
9085;125583;2025-08-12;6;21;Élevé montant / moyen activité / récent;20
9103;20000;2025-07-16;1;48;À réactiver (petit montant, anciens);15
9217;37273;2025-08-10;11;23;Fidèles réguliers (activité élevée, montant moyen);4
9221;75250;2025-07-21;2;43;Premium dormants (haut montant, peu actifs, anciens);13
9273;160000;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
9301;11260;2025-08-17;29;16;Petits mais actifs (faible montant, très actifs);12
9346;113253;2025-07-12;15;52;Élevé montant / élevé activité / ancien;21
9385;151667;2025-07-21;3;43;Premium dormants (haut montant, peu actifs, anciens);13
11158;94333;2025-08-17;6;16;Élevé montant / moyen activité / récent;20
11159;18200;2025-08-08;4;25;Faible montant / moyen activité / intermédiaire;2
11207;3000;2025-07-02;1;62;À réactiver (petit montant, anciens);15
11223;80448;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
11282;19333;2025-08-08;3;25;Faible montant / faible activité / intermédiaire;0
11288;139165;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
11297;46750;2025-08-16;7;17;Moyen montant / moyen activité / récent;10
11371;192205;2025-07-31;4;33;Élevé montant / moyen activité / intermédiaire;19
11423;5891;2025-08-13;4;20;Faible montant / moyen activité / récent;3
11426;116160;2025-07-29;4;35;Élevé montant / moyen activité / ancien;18
11430;27725;2025-08-07;4;26;Moyen montant / moyen activité / intermédiaire;9
11474;5787;2025-08-17;99;16;Petits mais actifs (faible montant, très actifs);12
11487;22555;2025-08-18;47;15;Petits mais actifs (faible montant, très actifs);12
11535;10897;2025-08-12;11;21;Petits mais actifs (faible montant, très actifs);12
11575;107222;2025-08-14;9;19;Élevé montant / moyen activité / récent;20
11587;44500;2025-08-01;4;32;Moyen montant / moyen activité / intermédiaire;9
11606;46000;2025-08-13;3;20;Moyen montant / faible activité / récent;7
11642;35684;2025-08-17;31;16;Fidèles réguliers (activité élevée, montant moyen);4
11658;73600;2025-08-07;5;26;Élevé montant / moyen activité / intermédiaire;19
11684;10465;2025-08-14;4;19;Faible montant / moyen activité / récent;3
11711;12386;2025-08-18;15;15;Petits mais actifs (faible montant, très actifs);12
11713;1900;2025-06-23;3;71;À réactiver (petit montant, anciens);15
11725;113400;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
11733;100000;2025-06-26;1;68;Premium dormants (haut montant, peu actifs, anciens);13
11749;15655;2025-06-25;3;69;À réactiver (petit montant, anciens);15
11760;49368;2025-07-29;9;35;Moyen montant / moyen activité / ancien;8
11803;20400;2025-07-17;3;47;À réactiver (petit montant, anciens);15
11904;125000;2025-07-04;1;60;Premium dormants (haut montant, peu actifs, anciens);13
11958;125000;2025-08-18;4;15;Élevé montant / moyen activité / récent;20
11993;106175;2025-08-06;4;27;Élevé montant / moyen activité / intermédiaire;19
12000;114067;2025-08-08;3;25;Élevé montant / faible activité / intermédiaire;16
12057;27649;2025-08-16;12;17;Fidèles réguliers (activité élevée, montant moyen);4
12067;149359;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
12070;77126;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
12074;53849;2025-08-08;19;25;Fidèles réguliers (activité élevée, montant moyen);4
12111;136000;2025-07-05;5;59;Élevé montant / moyen activité / ancien;18
12119;25200;2025-06-30;2;64;Moyen montant / faible activité / ancien;5
12128;125000;2025-07-29;1;35;Premium dormants (haut montant, peu actifs, anciens);13
12129;23445;2025-08-18;73;15;Fidèles réguliers (activité élevée, montant moyen);4
12142;200000;2025-07-29;1;35;Premium dormants (haut montant, peu actifs, anciens);13
12223;105000;2025-08-05;1;28;Élevé montant / faible activité / intermédiaire;16
12239;19542;2025-08-12;12;21;Petits mais actifs (faible montant, très actifs);12
12313;32500;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
12325;102000;2025-07-28;5;36;Élevé montant / moyen activité / ancien;18
12326;90714;2025-07-30;7;34;Élevé montant / moyen activité / ancien;18
12327;78200;2025-07-30;5;34;Élevé montant / moyen activité / ancien;18
12340;18050;2025-08-18;20;15;Petits mais actifs (faible montant, très actifs);12
12405;74233;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
12438;52000;2025-07-01;4;63;Moyen montant / moyen activité / ancien;8
12444;180800;2025-08-18;2;15;Élevé montant / faible activité / récent;17
12446;129790;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
12465;35300;2025-07-16;5;48;Moyen montant / moyen activité / ancien;8
12543;95750;2025-07-07;4;57;Élevé montant / moyen activité / ancien;18
12556;33597;2025-08-10;22;23;Fidèles réguliers (activité élevée, montant moyen);4
12682;85730;2025-08-07;8;26;Élevé montant / moyen activité / intermédiaire;19
12714;177020;2025-08-16;5;17;Élevé montant / moyen activité / récent;20
12748;66223;2025-08-11;13;22;VIP (montant élevé, très actifs, récents);14
12782;53760;2025-07-30;4;34;Moyen montant / moyen activité / ancien;8
12784;60602;2025-07-30;9;34;Moyen montant / moyen activité / ancien;8
12802;87231;2025-07-29;26;35;Élevé montant / élevé activité / ancien;21
12804;200000;2025-07-28;1;36;Premium dormants (haut montant, peu actifs, anciens);13
12827;36594;2025-08-14;19;19;Fidèles réguliers (activité élevée, montant moyen);4
12851;10000;2025-06-26;1;68;À réactiver (petit montant, anciens);15
13024;76667;2025-08-14;3;19;Élevé montant / faible activité / récent;17
13034;40000;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
13039;25247;2025-07-24;16;40;Moyen montant / élevé activité / ancien;11
13040;83500;2025-08-02;2;31;Élevé montant / faible activité / intermédiaire;16
13049;160000;2025-07-25;2;39;Premium dormants (haut montant, peu actifs, anciens);13
13054;64667;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
13082;85850;2025-08-08;1;25;Élevé montant / faible activité / intermédiaire;16
13172;114478;2025-08-05;18;28;VIP (montant élevé, très actifs, récents);14
13226;136560;2025-08-04;5;29;Élevé montant / moyen activité / intermédiaire;19
13248;145583;2025-08-17;12;16;VIP (montant élevé, très actifs, récents);14
13253;60267;2025-08-10;3;23;Moyen montant / faible activité / intermédiaire;6
13262;77329;2025-08-05;8;28;Élevé montant / moyen activité / intermédiaire;19
13305;85855;2025-08-14;13;19;VIP (montant élevé, très actifs, récents);14
13330;19615;2025-08-08;13;25;Petits mais actifs (faible montant, très actifs);12
13406;75250;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
13410;180900;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
13535;127500;2025-07-26;4;38;Élevé montant / moyen activité / ancien;18
13799;10628;2025-08-11;38;22;Petits mais actifs (faible montant, très actifs);12
14301;37875;2025-08-12;12;21;Fidèles réguliers (activité élevée, montant moyen);4
14370;42986;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
14384;56000;2025-08-05;1;28;Moyen montant / faible activité / intermédiaire;6
14421;18467;2025-08-05;3;28;Faible montant / faible activité / intermédiaire;0
14424;54000;2025-08-14;1;19;Moyen montant / faible activité / récent;7
14444;39683;2025-07-26;3;38;Moyen montant / faible activité / ancien;5
14506;83333;2025-08-12;3;21;Élevé montant / faible activité / récent;17
14622;500;2025-08-06;1;27;Faible montant / faible activité / intermédiaire;0
14744;13211;2025-08-17;86;16;Petits mais actifs (faible montant, très actifs);12
14750;97066;2025-08-09;5;24;Élevé montant / moyen activité / intermédiaire;19
14780;64667;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
14836;15795;2025-08-17;37;16;Petits mais actifs (faible montant, très actifs);12
14950;75000;2025-06-24;1;70;Premium dormants (haut montant, peu actifs, anciens);13
14974;23404;2025-08-16;8;17;Moyen montant / moyen activité / récent;10
14980;63593;2025-07-28;11;36;Élevé montant / élevé activité / ancien;21
15046;24464;2025-08-18;7;15;Moyen montant / moyen activité / récent;10
15154;55300;2025-08-18;19;15;Fidèles réguliers (activité élevée, montant moyen);4
15160;10000;2025-07-03;1;61;À réactiver (petit montant, anciens);15
15179;48600;2025-07-30;10;34;Moyen montant / élevé activité / ancien;11
15262;150068;2025-07-25;4;39;Élevé montant / moyen activité / ancien;18
15392;23238;2025-08-08;21;25;Petits mais actifs (faible montant, très actifs);12
15484;14653;2025-08-18;44;15;Petits mais actifs (faible montant, très actifs);12
15624;29793;2025-07-29;14;35;Moyen montant / élevé activité / ancien;11
15781;10794;2025-08-18;14;15;Petits mais actifs (faible montant, très actifs);12
15803;8296;2025-08-13;18;20;Petits mais actifs (faible montant, très actifs);12
15895;20167;2025-08-12;62;21;Petits mais actifs (faible montant, très actifs);12
15945;41371;2025-08-18;20;15;Fidèles réguliers (activité élevée, montant moyen);4
15949;126000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
15998;8676;2025-07-22;42;42;Petits mais actifs (faible montant, très actifs);12
16026;85025;2025-08-04;16;29;VIP (montant élevé, très actifs, récents);14
16069;16447;2025-07-25;3;39;À réactiver (petit montant, anciens);15
16288;61496;2025-08-18;28;15;Fidèles réguliers (activité élevée, montant moyen);4
16405;13221;2025-08-18;204;15;Petits mais actifs (faible montant, très actifs);12
16653;110000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
16800;37292;2025-08-16;12;17;Fidèles réguliers (activité élevée, montant moyen);4
16858;41248;2025-08-17;23;16;Fidèles réguliers (activité élevée, montant moyen);4
16963;121200;2025-06-19;2;75;Premium dormants (haut montant, peu actifs, anciens);13
17048;89000;2025-08-18;50;15;VIP (montant élevé, très actifs, récents);14
17068;80688;2025-08-12;8;21;Élevé montant / moyen activité / récent;20
17190;57577;2025-08-15;21;18;Fidèles réguliers (activité élevée, montant moyen);4
17216;97400;2025-08-16;5;17;Élevé montant / moyen activité / récent;20
17232;14000;2025-07-28;3;36;À réactiver (petit montant, anciens);15
17295;8838;2025-08-13;23;20;Petits mais actifs (faible montant, très actifs);12
17301;8750;2025-08-10;8;23;Faible montant / moyen activité / intermédiaire;2
17310;71010;2025-08-13;2;20;Élevé montant / faible activité / récent;17
17393;109877;2025-08-15;8;18;Élevé montant / moyen activité / récent;20
17404;68127;2025-08-18;22;15;VIP (montant élevé, très actifs, récents);14
17408;115750;2025-08-03;24;30;VIP (montant élevé, très actifs, récents);14
17448;44000;2025-08-16;8;17;Moyen montant / moyen activité / récent;10
17493;73252;2025-08-08;4;25;Élevé montant / moyen activité / intermédiaire;19
17656;124537;2025-08-09;6;24;Élevé montant / moyen activité / intermédiaire;19
17807;42743;2025-07-14;3;50;Moyen montant / faible activité / ancien;5
17837;57657;2025-07-12;6;52;Moyen montant / moyen activité / ancien;8
17842;86231;2025-07-28;4;36;Élevé montant / moyen activité / ancien;18
17864;22255;2025-08-16;59;17;Petits mais actifs (faible montant, très actifs);12
17887;22023;2025-08-02;21;31;Petits mais actifs (faible montant, très actifs);12
17895;80000;2025-07-01;1;63;Premium dormants (haut montant, peu actifs, anciens);13
17909;85988;2025-08-09;16;24;VIP (montant élevé, très actifs, récents);14
18125;50333;2025-07-29;3;35;Moyen montant / faible activité / ancien;5
18127;25000;2025-07-15;2;49;Moyen montant / faible activité / ancien;5
18183;121442;2025-08-11;23;22;VIP (montant élevé, très actifs, récents);14
18257;19979;2025-08-18;48;15;Petits mais actifs (faible montant, très actifs);12
18321;1000;2025-06-21;1;73;À réactiver (petit montant, anciens);15
18342;13222;2025-08-18;45;15;Petits mais actifs (faible montant, très actifs);12
18383;18999;2025-08-16;9;17;Faible montant / moyen activité / récent;3
18461;59225;2025-07-07;1;57;Moyen montant / faible activité / ancien;5
18490;65673;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
18508;46750;2025-08-11;4;22;Moyen montant / moyen activité / récent;10
18548;81667;2025-08-05;6;28;Élevé montant / moyen activité / intermédiaire;19
18593;66545;2025-08-01;8;32;Élevé montant / moyen activité / intermédiaire;19
18621;18055;2025-08-09;25;24;Petits mais actifs (faible montant, très actifs);12
18679;144945;2025-08-14;6;19;Élevé montant / moyen activité / récent;20
18690;8415;2025-07-21;7;43;À réactiver (petit montant, anciens);15
18797;71054;2025-08-18;48;15;VIP (montant élevé, très actifs, récents);14
18808;200800;2025-08-11;5;22;Élevé montant / moyen activité / récent;20
18821;55833;2025-07-31;6;33;Moyen montant / moyen activité / intermédiaire;9
18849;91910;2025-08-15;5;18;Élevé montant / moyen activité / récent;20
18939;66667;2025-08-11;3;22;Élevé montant / faible activité / récent;17
18941;114000;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
18976;36297;2025-08-15;26;18;Fidèles réguliers (activité élevée, montant moyen);4
18993;195000;2025-08-14;1;19;Élevé montant / faible activité / récent;17
19013;30000;2025-06-20;1;74;Moyen montant / faible activité / ancien;5
19021;8017;2025-08-12;7;21;Faible montant / moyen activité / récent;3
19120;56200;2025-07-29;4;35;Moyen montant / moyen activité / ancien;8
19133;2772;2025-07-04;4;60;À réactiver (petit montant, anciens);15
19143;41136;2025-08-18;4;15;Moyen montant / moyen activité / récent;10
19162;21140;2025-08-16;25;17;Petits mais actifs (faible montant, très actifs);12
19214;150667;2025-08-13;3;20;Élevé montant / faible activité / récent;17
19271;64444;2025-08-08;8;25;Élevé montant / moyen activité / intermédiaire;19
19292;15000;2025-06-22;1;72;À réactiver (petit montant, anciens);15
19295;63293;2025-06-27;3;67;Premium dormants (haut montant, peu actifs, anciens);13
19306;8945;2025-06-26;10;68;Petits mais actifs (faible montant, très actifs);12
19349;135500;2025-07-29;2;35;Premium dormants (haut montant, peu actifs, anciens);13
19368;8018;2025-08-18;25;15;Petits mais actifs (faible montant, très actifs);12
19387;22263;2025-08-14;7;19;Faible montant / moyen activité / récent;3
19390;33632;2025-08-17;22;16;Fidèles réguliers (activité élevée, montant moyen);4
19401;15506;2025-08-07;84;26;Petits mais actifs (faible montant, très actifs);12
19408;82482;2025-07-25;2;39;Premium dormants (haut montant, peu actifs, anciens);13
19598;30000;2025-08-07;2;26;Moyen montant / faible activité / intermédiaire;6
19620;36500;2025-08-18;1;15;Moyen montant / faible activité / récent;7
19621;160000;2025-07-21;1;43;Premium dormants (haut montant, peu actifs, anciens);13
19631;39308;2025-08-16;6;17;Moyen montant / moyen activité / récent;10
19651;38000;2025-07-11;1;53;Moyen montant / faible activité / ancien;5
19693;15636;2025-08-05;6;28;Faible montant / moyen activité / intermédiaire;2
19696;154000;2025-07-28;3;36;Premium dormants (haut montant, peu actifs, anciens);13
19776;80000;2025-08-16;2;17;Élevé montant / faible activité / récent;17
19781;23280;2025-08-10;21;23;Petits mais actifs (faible montant, très actifs);12
19789;23353;2025-08-05;5;28;Faible montant / moyen activité / intermédiaire;2
19803;15050;2025-08-11;2;22;Faible montant / faible activité / récent;1
19830;200000;2025-08-11;1;22;Élevé montant / faible activité / récent;17
19855;54084;2025-08-18;17;15;Fidèles réguliers (activité élevée, montant moyen);4
19873;40150;2025-07-21;2;43;Moyen montant / faible activité / ancien;5
19874;12804;2025-08-18;22;15;Petits mais actifs (faible montant, très actifs);12
19896;115026;2025-07-01;1;63;Premium dormants (haut montant, peu actifs, anciens);13
19897;115175;2025-07-29;3;35;Premium dormants (haut montant, peu actifs, anciens);13
