client_id;montant_moyen;dernière_transaction;nb_transactions_mois;dernière_transaction_jour
5196545;8962;11/08/2025;13;18
5196556;19667;12/08/2025;3;17
5196570;31907;18/08/2025;7;11
5196573;7231;12/08/2025;17;17
5196608;4380;23/07/2025;50;37
5196614;5752;11/08/2025;4;18
5196618;34164;08/08/2025;7;21
5196641;94250;11/08/2025;2;18
5196642;12476;13/08/2025;25;16
5196645;3510;09/08/2025;2;20
5196649;34075;13/08/2025;11;16
5196654;12065;30/07/2025;2;30
5196690;12070;16/08/2025;31;13
5196693;163623;16/08/2025;13;13
5196698;42550;15/08/2025;8;14
5196709;27857;15/08/2025;7;14
5196724;3337;01/08/2025;49;28
5196726;25500;11/08/2025;2;18
5196732;53474;12/08/2025;4;17
5196733;38576;18/08/2025;8;11
5196743;5000;07/08/2025;3;22
5196749;6845;07/07/2025;11;53
5196767;23442;17/08/2025;26;12
5196779;3650;11/07/2025;1;49
5196785;34250;05/08/2025;8;24
5196792;15000;25/07/2025;1;35
5196794;73380;12/08/2025;10;17
5196852;12500;07/08/2025;2;22
5196861;26254;05/08/2025;13;24
5196896;9505;16/08/2025;51;13
5196905;100000;25/06/2025;1;65
5196914;29003;02/08/2025;51;27
5196930;80000;28/07/2025;2;32
5196944;200000;11/08/2025;1;18
5196957;56583;21/07/2025;6;39
5197025;15375;19/07/2025;4;41
5197037;46667;05/08/2025;3;24
5197042;7646;16/08/2025;14;13
5197044;24467;12/08/2025;23;17
5197050;29723;22/07/2025;19;38
5197055;11270;12/08/2025;10;17
5197064;104502;08/08/2025;4;21
5197084;46010;30/07/2025;2;30
5197089;18775;13/08/2025;13;16
5197097;1168;18/08/2025;3;11
5197115;5000;30/06/2025;1;60
5197119;49000;04/08/2025;5;25
5197124;13289;01/08/2025;7;28
5197125;162500;15/08/2025;4;14
5197142;23322;14/08/2025;14;15
5197180;25667;24/07/2025;3;36
5197181;58125;28/07/2025;4;32
5197193;111000;26/07/2025;2;34
5197202;42759;17/08/2025;9;12
5197218;7500;06/08/2025;1;23
5197225;66429;10/08/2025;7;19
5197229;62787;18/08/2025;76;11
5197245;5872;16/08/2025;184;13
5197262;15914;06/08/2025;2;23
5197274;68500;05/08/2025;2;24
5197278;84000;18/08/2025;3;11
5197300;155833;04/07/2025;6;56
5197304;41867;16/08/2025;6;13
5197307;60302;17/08/2025;43;12
5197321;10602;15/08/2025;13;14
5197338;5996;18/08/2025;43;11
5197353;58250;28/07/2025;4;32
5197354;136360;12/08/2025;2;17
5197362;45125;30/07/2025;2;30
5197376;27163;09/08/2025;1;20
5197415;8335;14/08/2025;3;15
5197416;19000;16/08/2025;5;13
5197441;90400;02/08/2025;5;27
5197445;1500;09/07/2025;2;51
5197466;17000;17/08/2025;3;12
5197496;16918;18/08/2025;6;11
5197500;71300;15/08/2025;4;14
5197502;18820;03/08/2025;15;26
5197507;25000;04/07/2025;1;56
5197527;36223;14/08/2025;11;15
5197533;145216;18/08/2025;9;11
5197558;22429;29/07/2025;8;31
5197561;103867;18/08/2025;30;11
5197590;17594;14/08/2025;9;15
5197596;127500;08/08/2025;2;21
5197637;44315;16/08/2025;13;13
5197639;8401;28/07/2025;17;32
5197659;4855;21/07/2025;8;39
5197660;12372;24/06/2025;4;66
5197662;8001;11/08/2025;4;18
5197669;111254;12/08/2025;4;17
5197677;126027;08/08/2025;3;21
5197686;6328;16/08/2025;15;13
5197687;50000;21/07/2025;1;39
5197690;500;10/07/2025;1;50
5197708;4567;11/08/2025;3;18
5197727;4728;05/08/2025;22;24
5197738;20383;13/07/2025;6;47
5197753;41130;20/07/2025;5;40
5197776;76500;05/08/2025;2;24
5197779;27945;16/08/2025;6;13
5197819;190500;01/07/2025;2;59
5197837;22333;11/08/2025;3;18
5197843;5852;18/08/2025;54;11
5197847;200000;01/08/2025;2;28
5197852;12000;10/07/2025;1;50
5197864;5839;28/07/2025;3;32
5197886;14504;15/08/2025;5;14
5197890;125000;07/07/2025;1;53
5197891;55000;27/07/2025;1;33
5197912;70000;17/06/2025;1;73
5197924;6729;24/07/2025;6;36
5197945;65500;30/07/2025;2;30
5197950;76300;11/08/2025;5;18
5197966;39234;09/08/2025;7;20
5197975;50500;23/06/2025;2;67
5197993;13679;16/08/2025;15;13
5197999;70505;31/07/2025;2;29
5198000;8250;11/08/2025;2;18
5198008;500;28/07/2025;1;32
5198056;19485;24/07/2025;6;36
5198074;30511;18/08/2025;15;11
5198099;65680;17/08/2025;9;12
5198106;6380;17/08/2025;38;12
5198137;13648;26/06/2025;4;64
5198138;29902;15/08/2025;16;14
5198192;500;18/08/2025;1;11
5198223;62085;15/08/2025;46;14
5198258;23400;05/08/2025;1;24
5198319;43002;16/08/2025;4;13
5198326;13167;25/07/2025;6;35
5198330;9772;20/06/2025;4;70
5198333;47467;03/08/2025;15;26
5198373;15090;16/08/2025;7;13
5198462;6929;16/08/2025;7;13
5198470;25000;02/08/2025;1;27
5198476;9512;15/08/2025;27;14
5198496;38019;10/08/2025;14;19
5198518;39287;16/08/2025;30;13
5198520;18060;11/08/2025;5;18
5198522;39089;29/07/2025;6;31
5198537;25505;17/08/2025;2;12
5198565;170000;10/07/2025;1;50
5198571;8000;11/08/2025;2;18
5198579;2625;28/07/2025;8;32
5198594;11790;11/08/2025;2;18
5198606;103200;29/07/2025;1;31
5198610;44487;18/08/2025;20;11
5198643;141667;28/07/2025;6;32
5198665;32000;17/08/2025;5;12
5198674;196500;05/08/2025;2;24
5198696;46000;12/08/2025;1;17
5198726;45974;14/08/2025;8;15
5198728;16399;16/08/2025;12;13
5198756;25536;16/08/2025;32;13
5198837;38779;15/07/2025;25;45
5198845;10958;17/08/2025;19;12
5198857;10169;16/08/2025;14;13
5198866;14829;18/08/2025;103;11
5198911;17667;11/08/2025;3;18
5198924;3388;11/08/2025;4;18
5198927;5287;17/08/2025;54;12
5198990;31345;16/08/2025;52;13
5199037;110000;04/08/2025;1;25
5199048;43714;08/08/2025;7;21
5199054;52500;12/08/2025;2;17
5199118;47725;08/08/2025;2;21
5199124;37200;11/08/2025;3;18
5199125;31090;10/08/2025;15;19
5199135;43487;07/08/2025;15;22
5199166;23350;26/07/2025;3;34
5199199;33585;12/08/2025;23;17
5199206;115900;06/08/2025;1;23
5199226;58265;31/07/2025;2;29
5199248;5530;12/07/2025;4;48
5199284;20789;03/08/2025;26;26
5199296;48594;15/08/2025;8;14
5199300;16070;17/08/2025;10;12
5199304;91000;09/07/2025;2;51
5199351;13888;05/08/2025;3;24
5199376;1000;30/07/2025;1;30
5199377;77000;26/06/2025;1;64
5199385;57500;11/08/2025;2;18
5199388;71286;24/07/2025;4;36
5199416;7633;26/07/2025;18;34
5199417;45150;31/07/2025;2;29
5199432;24115;17/08/2025;8;12
5199464;167333;12/08/2025;3;17
5199478;25000;04/07/2025;1;56
5199486;5625;14/07/2025;53;46
5199490;10602;18/08/2025;16;11
5199500;56683;10/08/2025;3;19
5199505;62443;12/08/2025;3;17
5199508;41941;18/08/2025;11;11
5199511;99933;10/08/2025;3;19
5199599;118700;04/08/2025;5;25
5199606;148210;01/07/2025;5;59
5199634;500;06/08/2025;1;23
5199641;5993;18/08/2025;43;11
5199673;9891;18/08/2025;11;11
5199683;10792;18/08/2025;12;11
5199693;32500;11/08/2025;2;18
5199697;101803;07/08/2025;15;22
5199710;125440;16/08/2025;4;13
5199731;111932;18/08/2025;14;11
5199779;100000;18/08/2025;1;11
5199793;21320;30/07/2025;15;30
5199804;10000;25/07/2025;1;35
5199817;52000;10/07/2025;1;50
5199822;1250;28/07/2025;2;32
5199834;22011;17/08/2025;12;12
5199867;1982;25/06/2025;1;65
5199876;45870;18/08/2025;121;11
5199950;3703;27/06/2025;3;63
5199977;25000;07/08/2025;7;22
5200036;37535;18/08/2025;22;11
5200135;30000;12/08/2025;1;17
5200229;58622;01/08/2025;2;28
5200230;4400;10/07/2025;2;50
5200231;118833;28/07/2025;3;32
5200288;72972;06/08/2025;4;23
5200301;50433;22/07/2025;6;38
5200303;9500;15/08/2025;2;14
5200305;5633;18/08/2025;9;11
5200307;27964;07/08/2025;8;22
5200347;1510;04/08/2025;2;25
5200354;50500;01/08/2025;2;28
5200357;100000;10/07/2025;2;50
5200361;137000;02/08/2025;2;27
5200376;5950;14/08/2025;2;15
5200383;7000;23/06/2025;1;67
5200411;1000;06/08/2025;1;23
5200422;3944;11/08/2025;7;18
5200439;67000;04/07/2025;1;56
5200442;7207;11/08/2025;5;18
5200448;35873;18/08/2025;34;11
5200453;29253;12/08/2025;6;17
5200464;3625;11/08/2025;4;18
5200492;18214;05/08/2025;7;24
5200501;20045;14/08/2025;11;15
5200523;30339;07/08/2025;17;22
5200524;17207;11/08/2025;3;18
5200525;27260;14/07/2025;5;46
5200563;41540;02/08/2025;3;27
5200579;51476;11/08/2025;33;18
5200628;4250;12/08/2025;4;17
5200650;38497;17/08/2025;7;12
5200660;3872;26/07/2025;3;34
5200675;19583;29/07/2025;12;31
5200731;27000;18/07/2025;1;42
5200742;10000;01/07/2025;1;59
5200746;49209;18/08/2025;47;11
5200752;12357;16/08/2025;26;13
5200754;57500;04/07/2025;4;56
5200765;14718;11/08/2025;3;18
5200770;16400;13/08/2025;3;16
5200781;36800;01/08/2025;2;28
5200796;38880;17/06/2025;2;73
5200810;12500;11/08/2025;2;18
5200816;19208;14/08/2025;47;15
5200836;3752;13/08/2025;6;16
5200841;45336;15/08/2025;7;14
5200850;19452;11/08/2025;29;18
5200863;23480;17/08/2025;16;12
5200893;37168;05/08/2025;4;24
5200901;18917;29/07/2025;3;31
5200934;14128;10/08/2025;8;19
5200938;9000;17/07/2025;3;43
5200954;44315;23/07/2025;4;37
5200965;59136;17/08/2025;11;12
5200973;81429;13/08/2025;7;16
5200977;67763;11/07/2025;12;49
5200984;59154;14/08/2025;6;15
5200997;7367;26/07/2025;9;34
5201003;14919;04/08/2025;5;25
5201023;20000;09/08/2025;1;20
5201028;115642;04/08/2025;6;25
5201029;19000;12/08/2025;7;17
5201031;8700;11/08/2025;2;18
5201050;6314;14/08/2025;7;15
5201066;53750;01/08/2025;4;28
5201095;21500;08/08/2025;2;21
5201103;26667;11/08/2025;6;18
5201105;37300;26/06/2025;1;64
5201106;21262;11/08/2025;2;18
5201112;21250;08/08/2025;2;21
5201120;9000;11/07/2025;2;49
5201128;19322;18/08/2025;22;11
5201137;7408;13/08/2025;33;16
5201143;14666;17/08/2025;18;12
5201173;105667;02/07/2025;3;58
5201174;7300;14/07/2025;1;46
5201196;11875;24/07/2025;4;36
5201199;16385;12/08/2025;17;17
5201211;64255;14/08/2025;4;15
5201212;29285;01/08/2025;11;28
5201215;9450;11/08/2025;2;18
5201227;4520;17/08/2025;2;12
5201237;82041;18/08/2025;33;11
5201240;9618;18/08/2025;33;11
5201257;7486;17/08/2025;9;12
5201282;17558;01/08/2025;6;28
5201310;45212;30/07/2025;8;30
5201319;500;31/07/2025;1;29
5201334;62275;11/08/2025;8;18
5201350;136865;14/07/2025;2;46
5201389;17170;19/07/2025;2;41
5201431;39240;17/08/2025;51;12
5201437;16712;17/08/2025;56;12
5201439;32978;16/08/2025;15;13
5201450;37200;28/07/2025;2;32
5201464;29912;04/08/2025;19;25
5201476;10700;13/08/2025;15;16
5201482;7171;14/08/2025;9;15
5201506;52000;15/08/2025;4;14
5201512;145500;29/07/2025;2;31
5201540;23556;03/08/2025;9;26
5201565;20000;07/07/2025;1;53
5201580;6000;18/07/2025;1;42
5201634;78300;14/08/2025;5;15
5201655;5200;10/07/2025;1;50
5201669;67314;14/07/2025;2;46
5201732;17700;11/08/2025;2;18
5201733;77738;17/08/2025;8;12
5201744;28909;01/08/2025;11;28
5201745;12000;11/08/2025;2;18
5201754;34347;14/08/2025;19;15
5201757;50348;31/07/2025;6;29
5201758;1200;11/07/2025;1;49
5201778;15000;26/07/2025;1;34
5201785;20873;31/07/2025;3;29
5201797;27329;18/08/2025;15;11
5201806;65664;18/08/2025;7;11
5201818;103250;30/07/2025;4;30
5201827;78926;06/08/2025;7;23
5201829;11532;18/08/2025;53;11
5201842;32740;11/08/2025;2;18
5201852;6018;05/08/2025;6;24
5201858;56000;04/07/2025;1;56
5201912;36679;17/08/2025;31;12
5201926;43128;17/08/2025;15;12
5201975;40322;28/07/2025;4;32
5201994;48400;19/07/2025;3;41
5201996;65505;29/07/2025;2;31
5201997;7411;16/08/2025;20;13
5202068;16639;07/08/2025;9;22
5202070;14220;01/08/2025;10;28
5202079;46500;06/08/2025;2;23
5202102;30150;11/08/2025;2;18
5202123;11663;18/08/2025;70;11
5202143;13682;12/08/2025;11;17
5202152;18835;06/08/2025;22;23
5202161;112112;30/07/2025;2;30
5202166;102420;18/08/2025;5;11
5202171;5700;11/08/2025;5;18
5202179;20129;14/08/2025;7;15
5202182;25939;31/07/2025;20;29
5202202;36389;21/07/2025;4;39
5202204;43390;16/08/2025;3;13
5202221;113375;02/08/2025;8;27
5202224;26429;15/08/2025;7;14
5202233;14780;14/08/2025;10;15
5202236;16344;18/08/2025;28;11
5202240;50750;13/08/2025;5;16
5202242;40000;07/07/2025;2;53
5202245;58150;29/07/2025;2;31
5202263;6055;18/07/2025;6;42
5202312;9607;11/08/2025;11;18
5202380;110000;07/08/2025;1;22
5202402;53740;18/08/2025;5;11
5202422;55609;16/08/2025;18;13
5202429;12349;18/08/2025;49;11
5202440;40155;17/08/2025;16;12
5202458;13245;14/08/2025;19;15
5202463;12950;26/07/2025;2;34
5202465;35917;09/08/2025;6;20
5202475;25535;06/08/2025;21;23
5202519;47216;22/07/2025;5;38
5202544;9831;18/08/2025;12;11
5202547;18480;16/08/2025;22;13
5202549;13900;11/08/2025;5;18
5202563;50500;08/08/2025;2;21
5202572;60000;29/07/2025;3;31
5202613;20020;16/08/2025;5;13
5202615;6992;16/08/2025;8;13
5202678;31840;18/08/2025;15;11
5202695;2808;09/07/2025;6;51
5202699;68062;07/08/2025;4;22
5202715;70884;15/08/2025;16;14
5202744;50000;16/07/2025;1;44
5202763;33400;13/08/2025;5;16
5202766;6060;10/08/2025;2;19
5202767;101000;18/06/2025;1;72
5202781;36398;25/07/2025;2;35
5202799;9007;16/08/2025;20;13
5202808;8994;11/08/2025;2;18
5202809;22708;18/08/2025;37;11
5202866;30750;05/08/2025;2;24
5202895;56391;07/08/2025;16;22
5202908;38646;11/08/2025;17;18
5202909;18000;18/07/2025;1;42
5202921;10475;07/08/2025;4;22
5202929;52846;15/08/2025;12;14
5202938;45340;05/08/2025;3;24
5202943;90780;12/08/2025;10;17
5202961;79167;03/08/2025;3;26
5202984;27500;12/08/2025;5;17
5202987;114650;05/08/2025;2;24
5202998;15400;17/08/2025;2;12
5203032;7000;15/08/2025;2;14
5203034;119187;27/07/2025;15;33
5203050;27612;04/08/2025;4;25
5203052;21625;10/08/2025;8;19
5203054;18570;16/08/2025;6;13
5203067;100000;26/06/2025;1;64
5203085;65214;08/08/2025;1;21
5203099;20000;31/07/2025;3;29
5203110;74562;07/08/2025;4;22
5203123;13875;18/08/2025;28;11
5203136;15083;18/08/2025;6;11
5203141;34000;11/08/2025;2;18
5203177;18250;10/08/2025;4;19
5203186;10100;18/08/2025;1;11
5203206;74648;18/08/2025;24;11
5203216;59425;25/07/2025;6;35
5203217;90000;04/07/2025;1;56
5203265;3857;02/08/2025;43;27
5203267;49081;04/07/2025;10;56
5203275;60500;05/08/2025;2;24
5203285;57230;31/07/2025;12;29
5203297;5128;29/07/2025;4;31
5203299;13428;14/08/2025;26;15
5203333;20000;18/08/2025;1;11
5203336;8000;06/07/2025;2;54
5203337;61000;26/06/2025;1;64
5203377;32500;07/07/2025;1;53
5203391;86000;05/08/2025;2;24
5203433;46918;31/07/2025;6;29
5203470;3098;12/08/2025;13;17
5203479;23109;31/07/2025;22;29
5203489;7058;17/07/2025;11;43
5203510;6000;19/06/2025;1;71
5203519;13225;17/08/2025;8;12
5203526;6858;12/08/2025;10;17
5203531;17500;23/07/2025;2;37
5203534;60700;04/08/2025;2;25
5203539;97925;04/07/2025;4;56
5203554;30130;04/08/2025;4;25
5203568;4554;12/08/2025;10;17
5203573;134662;12/08/2025;13;17
5203583;46667;04/07/2025;3;56
5203599;22610;12/08/2025;13;17
5203602;12560;16/08/2025;20;13
5203609;84303;22/07/2025;23;38
5203610;5378;09/08/2025;10;20
5203638;26683;21/07/2025;6;39
5203639;62526;18/08/2025;16;11
5203649;17000;14/08/2025;2;15
5203652;24150;17/08/2025;4;12
5203674;9628;18/08/2025;152;11
5203677;11452;18/08/2025;27;11
5203678;119788;24/07/2025;5;36
5203703;8697;16/08/2025;22;13
5203705;26160;14/08/2025;5;15
5203722;14578;18/08/2025;27;11
5203758;65734;08/08/2025;5;21
5203798;48670;10/08/2025;14;19
5203808;28011;04/08/2025;12;25
5203812;75000;28/07/2025;2;32
5203815;37300;31/07/2025;1;29
5203872;1000;09/08/2025;1;20
5203874;22000;27/07/2025;5;33
5203884;110783;10/08/2025;12;19
5203894;47500;26/07/2025;3;34
5203896;65034;17/08/2025;17;12
5203898;20197;30/07/2025;17;30
5203910;120700;27/07/2025;4;33
5203940;31160;02/08/2025;2;27
5203975;33755;31/07/2025;15;29
5203991;26500;14/08/2025;2;15
5203995;5692;16/08/2025;18;13
5204003;133000;07/08/2025;1;22
5204012;69512;04/08/2025;4;25
5204019;7202;05/08/2025;5;24
5204023;6000;02/07/2025;3;58
5204033;50577;15/08/2025;3;14
5204036;5000;04/08/2025;1;25
5204039;25000;17/06/2025;2;73
5204046;121250;30/06/2025;2;60
5204054;25400;11/08/2025;5;18
5204056;200000;07/08/2025;1;22
5204076;4756;13/07/2025;44;47
5204078;19126;16/08/2025;17;13
5204086;28667;30/07/2025;6;30
5204102;7994;23/07/2025;14;37
5204114;17267;07/07/2025;48;53
5204158;23888;10/08/2025;30;19
5204162;10333;15/08/2025;12;14
5204181;1200;10/07/2025;2;50
5204191;9374;18/08/2025;34;11
5204207;26581;02/08/2025;20;27
5204214;17220;14/08/2025;11;15
5204218;31252;08/08/2025;5;21
5204230;6018;16/07/2025;41;44
5204238;7596;04/08/2025;13;25
5204241;25220;18/08/2025;27;11
5204243;23256;13/08/2025;11;16
5204277;17632;17/08/2025;14;12
5204279;17500;11/08/2025;2;18
5204290;7964;17/08/2025;14;12
5204296;21109;31/07/2025;9;29
5204301;6088;07/08/2025;8;22
5204312;16000;16/08/2025;2;13
5204314;18000;20/07/2025;1;40
5204319;4606;11/08/2025;9;18
5204337;20382;18/08/2025;22;11
5204357;52265;31/07/2025;2;29
5204370;13074;16/08/2025;18;13
5204371;3667;18/08/2025;3;11
5204404;133153;30/07/2025;3;30
5204409;93417;07/08/2025;3;22
5204437;47565;01/08/2025;6;28
5204449;42230;05/08/2025;5;24
5204456;7500;21/06/2025;1;69
5204490;73010;26/07/2025;3;34
5204496;12792;13/08/2025;10;16
5204521;101000;28/06/2025;3;62
5204542;10864;06/08/2025;15;23
5204543;32190;07/08/2025;5;22
5204567;21750;10/07/2025;2;50
5204586;5714;08/08/2025;7;21
5204587;15717;30/07/2025;3;30
5204599;8350;18/08/2025;4;11
5204603;78382;07/08/2025;5;22
5204606;14500;10/07/2025;2;50
5204630;24320;18/08/2025;10;11
5204635;28000;15/08/2025;1;14
5204639;9717;05/08/2025;8;24
5204657;2500;04/08/2025;1;25
5204663;10000;15/08/2025;1;14
5204675;9500;11/08/2025;2;18
5204684;91000;26/07/2025;1;34
5204695;64500;07/07/2025;2;53
5204696;10151;12/08/2025;18;17
5204698;43750;18/08/2025;8;11
5204703;27467;06/08/2025;28;23
5204706;36328;10/08/2025;6;19
5204711;170000;11/08/2025;1;18
5204724;12735;18/08/2025;17;11
5204738;7003;16/08/2025;3;13
5204789;14875;18/08/2025;2;11
5204791;9600;11/08/2025;4;18
5204803;38700;14/08/2025;5;15
5204814;53546;02/08/2025;44;27
5204833;13000;11/08/2025;2;18
5204835;28181;11/08/2025;4;18
5204864;21975;12/08/2025;4;17
5204871;8625;18/08/2025;4;11
5204879;31467;10/08/2025;12;19
5204882;21262;07/08/2025;4;22
5204926;16945;14/08/2025;17;15
5204934;9667;13/08/2025;3;16
5204944;22500;04/07/2025;1;56
5204950;41947;04/08/2025;7;25
5204968;54058;09/08/2025;31;20
5204990;9620;22/07/2025;5;38
5205009;17337;11/08/2025;3;18
5205017;3985;27/07/2025;25;33
5205023;43900;03/07/2025;1;57
5205089;79912;11/08/2025;5;18
5205095;4197;02/08/2025;6;27
5205099;68847;10/07/2025;12;50
5205171;2750;12/08/2025;4;17
5205183;10325;06/07/2025;14;54
5205230;7724;06/08/2025;35;23
5205237;27625;16/08/2025;24;13
5205258;2091;16/08/2025;35;13
5205278;40134;16/08/2025;7;13
5205315;47987;18/08/2025;35;11
5205343;12250;11/08/2025;2;18
5205417;8024;06/08/2025;5;23
5205428;8350;24/07/2025;3;36
5205461;34105;01/08/2025;3;28
5205477;34990;16/08/2025;18;13
5205498;14950;11/08/2025;2;18
5205510;24444;25/07/2025;2;35
5205542;25000;05/08/2025;2;24
5205596;8333;11/08/2025;3;18
5205608;22286;14/08/2025;7;15
5205628;83990;18/08/2025;10;11
5205659;30032;14/08/2025;15;15
5205680;125000;05/08/2025;2;24
5205685;5267;18/08/2025;12;11
5205690;30627;17/08/2025;13;12
5205704;20386;17/08/2025;76;12
5205708;25875;30/06/2025;20;60
5205721;17574;20/06/2025;5;70
5205723;28230;13/08/2025;20;16
5205728;63687;18/08/2025;27;11
5205757;87511;11/08/2025;9;18
5205763;40400;23/06/2025;1;67
5205777;75250;16/08/2025;3;13
5205788;19768;31/07/2025;11;29
5205815;45695;11/08/2025;3;18
5205822;21610;12/08/2025;2;17
5205829;36803;13/08/2025;3;16
5205858;3600;10/07/2025;1;50
5205869;148983;12/07/2025;6;48
5205870;13375;14/08/2025;4;15
5205916;72000;06/08/2025;6;23
5205922;77446;10/08/2025;13;19
5205933;2167;15/08/2025;3;14
5205957;16931;18/08/2025;51;11
5205961;102250;05/08/2025;2;24
5205998;135000;08/08/2025;2;21
5206026;2000;14/08/2025;2;15
5206027;137710;06/08/2025;3;23
5206045;177183;17/08/2025;7;12
5206049;41842;12/08/2025;11;17
5206066;7200;19/07/2025;5;41
5206067;63897;17/08/2025;13;12
5206081;114975;18/08/2025;6;11
5206110;2129;18/08/2025;31;11
5206115;40000;15/08/2025;3;14
5206138;20428;06/08/2025;10;23
5206170;27382;11/08/2025;17;18
5206189;56855;05/08/2025;2;24
5206209;65667;18/07/2025;3;42
5206225;7498;18/08/2025;44;11
5206271;63500;11/08/2025;5;18
5206301;29000;31/07/2025;5;29
5206302;96200;05/08/2025;2;24
5206304;1515;25/06/2025;5;65
5206308;25000;13/08/2025;1;16
5206316;4505;20/06/2025;2;70
5206329;7367;12/08/2025;3;17
5206336;130625;18/08/2025;4;11
5206341;45500;16/08/2025;2;13
5206353;42119;30/07/2025;5;30
5206373;5000;30/07/2025;7;30
5206390;59433;03/08/2025;3;26
5206412;24318;18/08/2025;4;11
5206421;8333;15/08/2025;6;14
5206423;20138;15/08/2025;14;14
5206434;41850;02/08/2025;6;27
5206439;6269;16/08/2025;13;13
5206453;73129;18/08/2025;19;11
5206455;23700;12/08/2025;2;17
5206462;45144;17/07/2025;7;43
5206470;53271;16/08/2025;11;13
5206473;20875;13/08/2025;2;16
5206480;38915;05/08/2025;5;24
5206490;29005;21/06/2025;2;69
5206497;6571;09/08/2025;32;20
5206498;28691;09/08/2025;8;20
5206508;6882;15/08/2025;11;14
5206518;1005;14/08/2025;2;15
5206531;4555;15/08/2025;18;14
5206548;9184;19/07/2025;20;41
5206557;51971;13/07/2025;48;47
5206562;88947;23/07/2025;3;37
5206577;160000;05/08/2025;1;24
5206591;17532;18/08/2025;42;11
5206609;24818;06/08/2025;7;23
5206614;145000;18/08/2025;1;11
5206618;1000;18/06/2025;1;72
5206701;51313;18/08/2025;16;11
5206702;57442;01/08/2025;4;28
5206710;89521;16/08/2025;7;13
5206719;69410;31/07/2025;4;29
5206759;48000;09/08/2025;5;20
5206784;20000;30/07/2025;1;30
5206806;30800;16/08/2025;6;13
5206808;18261;27/07/2025;9;33
5206821;149600;18/08/2025;5;11
5206822;9182;18/08/2025;180;11
5206829;101000;14/08/2025;2;15
5206841;7041;17/08/2025;33;12
5206842;45500;09/08/2025;10;20
5206856;53230;28/07/2025;3;32
5206892;74429;13/08/2025;7;16
5206908;20262;07/08/2025;10;22
5206920;39750;16/08/2025;2;13
5206926;25200;05/08/2025;1;24
5206936;19774;09/08/2025;6;20
5206947;7856;29/07/2025;7;31
5206959;30138;23/06/2025;4;67
5206963;115652;26/07/2025;10;34
5206976;2320;18/08/2025;89;11
5206997;92650;28/07/2025;2;32
5207027;2500;22/06/2025;1;68
5207047;86403;09/08/2025;9;20
5207053;33788;12/08/2025;8;17
5207056;54015;25/06/2025;2;65
5207075;3100;11/08/2025;5;18
5207081;12300;05/08/2025;6;24
5207095;80000;23/07/2025;1;37
5207113;126000;18/08/2025;2;11
5207114;150000;21/07/2025;1;39
5207128;17094;20/07/2025;4;40
5207137;26667;11/08/2025;3;18
5207163;20650;17/08/2025;31;12
5207185;80000;06/08/2025;3;23
5207190;70000;30/07/2025;1;30
5207282;80443;07/08/2025;9;22
5207288;27000;29/07/2025;1;31
5207292;30183;31/07/2025;3;29
5207308;31949;18/08/2025;18;11
5207325;13400;12/08/2025;3;17
5207326;38112;17/08/2025;9;12
5207327;15239;30/06/2025;4;60
5207331;23493;19/07/2025;5;41
5207367;82868;17/08/2025;5;12
5207382;116071;05/08/2025;28;24
5207403;21919;16/08/2025;5;13
5207411;100297;18/08/2025;18;11
5207458;6636;09/08/2025;57;20
5207465;23808;09/08/2025;5;20
5207497;200000;21/07/2025;1;39
5207508;49500;06/08/2025;2;23
5207527;18705;08/08/2025;5;21
5207536;7692;18/08/2025;54;11
5207537;7726;14/08/2025;13;15
5207543;50884;05/08/2025;4;24
5207546;24040;18/08/2025;4;11
5207604;70000;16/08/2025;1;13
5207605;60922;03/08/2025;4;26
5207614;10000;12/07/2025;1;48
5207615;52000;01/07/2025;1;59
5207634;116804;15/08/2025;5;14
5207674;9633;11/08/2025;3;18
5207683;79496;30/07/2025;5;30
5207689;8634;18/08/2025;16;11
5207690;27804;09/08/2025;5;20
5207702;6666;18/08/2025;5;11
5207714;22395;28/07/2025;10;32
5207715;35000;10/07/2025;1;50
5207716;31162;22/07/2025;14;38
5207723;14874;18/08/2025;95;11
5207730;17914;02/08/2025;9;27
5207773;19188;17/08/2025;16;12
5207782;10200;17/08/2025;10;12
5207809;26000;06/08/2025;1;23
5207810;24250;17/08/2025;6;12
5207820;75800;15/08/2025;15;14
5207848;16031;17/08/2025;9;12
5207865;29848;06/08/2025;3;23
5207866;4626;02/08/2025;5;27
5207893;83430;08/08/2025;5;21
5207896;112642;16/08/2025;12;13
5207902;25838;03/08/2025;3;26
5207906;38356;15/08/2025;9;14
5207957;74000;01/08/2025;1;28
5207971;17167;12/08/2025;3;17
5207988;6400;25/07/2025;2;35
5207998;73015;12/08/2025;6;17
5208007;60000;05/08/2025;2;24
5208030;24445;05/08/2025;37;24
5208039;25228;01/08/2025;6;28
5208052;24174;16/08/2025;14;13
5208069;40397;09/08/2025;7;20
5208107;46333;05/08/2025;16;24
5208168;34294;12/07/2025;1;48
5208175;15074;07/08/2025;9;22
5208184;200000;05/08/2025;1;24
5208192;13214;15/08/2025;21;14
5208226;26500;16/08/2025;2;13
5208231;11750;28/06/2025;2;62
5208232;36733;23/07/2025;3;37
5208257;35000;04/07/2025;1;56
5208327;74490;11/08/2025;3;18
5208373;25000;14/07/2025;2;46
5208376;3779;11/07/2025;33;49
5208388;50000;18/08/2025;1;11
5208398;44945;28/06/2025;2;62
