client_id;montant_moyen;dernière_transaction;nb_transactions_mois;dernière_transaction_jour
419583;8800;19/07/2025;6;41
419649;85400;18/08/2025;5;11
419662;35693;17/08/2025;7;12
419722;7552;17/08/2025;23;12
419738;9469;13/08/2025;29;16
419747;90062;16/08/2025;12;13
419762;8455;17/08/2025;11;12
419809;200000;28/07/2025;2;32
419815;65125;14/07/2025;8;46
419830;71377;14/08/2025;13;15
419832;120700;05/07/2025;5;55
419909;16540;14/08/2025;5;15
419922;30000;04/08/2025;1;25
420053;52000;17/08/2025;2;12
420123;40530;01/08/2025;10;28
420146;112714;05/08/2025;14;24
420190;27598;17/08/2025;29;12
420223;38923;15/08/2025;13;14
420229;79831;08/08/2025;7;21
420251;26736;16/08/2025;12;13
420268;50000;11/08/2025;4;18
420335;38533;28/07/2025;3;32
420388;26996;10/08/2025;8;19
420423;122500;05/08/2025;2;24
420424;66222;30/07/2025;9;30
420473;76253;29/07/2025;6;31
420530;70000;23/07/2025;3;37
420554;10000;04/08/2025;3;25
420614;115147;14/08/2025;16;15
420959;145000;15/07/2025;1;45
420986;40142;09/08/2025;12;20
421010;23120;12/08/2025;5;17
421043;42393;14/08/2025;13;15
421062;74700;27/06/2025;3;63
421118;55000;05/08/2025;1;24
421153;95693;08/08/2025;7;21
421172;6927;31/07/2025;6;29
421197;140400;28/07/2025;4;32
421231;79927;13/08/2025;13;16
421338;40400;30/06/2025;5;60
421401;82500;05/08/2025;8;24
421448;74664;31/07/2025;14;29
421456;96360;17/08/2025;5;12
421457;36013;29/07/2025;3;31
421552;107041;29/07/2025;4;31
421554;5455;17/08/2025;19;12
421556;132500;30/07/2025;2;30
421672;31583;15/08/2025;18;14
421689;39084;07/08/2025;42;22
421703;139680;28/07/2025;2;32
421704;64681;18/08/2025;8;11
421705;26500;28/07/2025;1;32
421720;116650;28/07/2025;4;32
421739;200000;30/07/2025;1;30
421758;75000;10/08/2025;2;19
421767;200000;29/07/2025;1;31
421810;10505;14/08/2025;2;15
421907;94167;08/08/2025;3;21
422143;100000;29/07/2025;1;31
422165;175000;14/08/2025;4;15
422235;100667;01/07/2025;3;59
422244;15000;17/08/2025;1;12
422285;54875;11/08/2025;8;18
422339;65508;28/07/2025;4;32
422627;65150;21/07/2025;2;39
422677;110000;25/07/2025;4;35
422689;174625;01/08/2025;4;28
422697;109740;28/07/2025;6;32
422728;9088;11/08/2025;6;18
422753;17543;18/08/2025;54;11
422875;66578;07/08/2025;9;22
422964;8485;18/08/2025;10;11
422988;33598;11/08/2025;13;18
423044;30000;15/07/2025;1;45
423065;88273;11/08/2025;11;18
423080;96500;15/07/2025;2;45
423096;71027;28/07/2025;6;32
423104;26000;27/07/2025;2;33
423107;11252;15/08/2025;2;14
423142;2500;13/08/2025;1;16
423146;81400;31/07/2025;5;29
423177;60165;15/08/2025;10;14
423184;90233;02/08/2025;3;27
423217;75302;15/08/2025;25;14
423236;128008;02/08/2025;6;27
423240;3625;13/08/2025;4;16
423244;32333;06/08/2025;3;23
423260;95417;08/08/2025;6;21
423264;100760;31/07/2025;4;29
423290;50000;05/07/2025;1;55
423306;57776;16/07/2025;5;44
423308;53833;07/07/2025;3;53
423313;13500;11/08/2025;2;18
423364;79150;05/08/2025;11;24
423370;102605;02/08/2025;6;27
423373;8254;18/08/2025;84;11
423384;106931;28/07/2025;4;32
423398;27235;16/08/2025;17;13
423456;52143;16/08/2025;7;13
423458;41318;30/07/2025;11;30
423491;49914;31/07/2025;14;29
423497;1000;31/07/2025;1;29
423499;127260;25/07/2025;1;35
423510;39922;13/08/2025;23;16
423513;87950;29/07/2025;2;31
423517;43637;29/07/2025;11;31
423526;93600;03/08/2025;10;26
423583;23750;07/07/2025;4;53
423593;62085;03/08/2025;17;26
423598;71572;03/08/2025;10;26
423630;45000;09/08/2025;2;20
423631;29942;18/08/2025;19;11
423640;122561;28/07/2025;5;32
423668;56834;09/08/2025;7;20
423701;40084;18/08/2025;14;11
423736;13828;18/08/2025;21;11
423740;30658;03/08/2025;6;26
423742;18320;09/08/2025;14;20
423788;7575;16/08/2025;4;13
423798;40692;16/08/2025;26;13
423800;125000;26/07/2025;2;34
423801;69375;15/08/2025;8;14
423813;42228;17/08/2025;12;12
423815;75500;01/08/2025;4;28
423824;116429;01/08/2025;7;28
423834;29505;22/07/2025;4;38
423836;59500;30/07/2025;8;30
423847;52894;01/08/2025;5;28
423850;79530;31/07/2025;4;29
423853;190000;27/06/2025;1;63
423860;10395;14/08/2025;21;15
423937;11750;11/08/2025;2;18
423940;33100;17/08/2025;13;12
423967;98856;13/08/2025;10;16
423985;135651;04/07/2025;5;56
423995;62355;05/08/2025;7;24
424015;119062;07/08/2025;4;22
424050;27941;05/08/2025;5;24
424058;48676;14/08/2025;7;15
424118;44937;31/07/2025;11;29
424133;66500;01/08/2025;4;28
424659;92100;04/08/2025;7;25
424697;600;24/06/2025;1;66
424750;6578;06/08/2025;8;23
424995;120250;01/08/2025;4;28
424999;158000;28/07/2025;5;32
425295;2000;30/07/2025;1;30
425323;115592;08/08/2025;6;21
425352;31883;28/07/2025;3;32
425397;96667;05/07/2025;6;55
425435;30714;16/08/2025;14;13
425472;30383;05/08/2025;40;24
425539;49892;17/08/2025;23;12
425614;74878;10/08/2025;6;19
425620;41542;29/07/2025;3;31
425649;84545;10/08/2025;11;19
425652;29433;07/08/2025;3;22
425711;18167;28/07/2025;3;32
425713;110800;16/08/2025;6;13
425757;27875;18/08/2025;54;11
425763;126000;05/08/2025;2;24
425769;30003;18/08/2025;12;11
425797;22665;10/08/2025;17;19
425862;101333;12/08/2025;6;17
425878;50000;29/07/2025;1;31
426192;110300;28/07/2025;5;32
426267;2500;29/06/2025;2;61
426320;24500;30/07/2025;24;30
426334;27277;12/08/2025;22;17
426345;29750;11/08/2025;36;18
426394;115203;14/07/2025;3;46
426420;44484;05/08/2025;16;24
426448;41788;08/08/2025;8;21
426460;28555;18/08/2025;35;11
426489;183692;31/07/2025;13;29
426531;61133;25/07/2025;3;35
426560;44854;18/08/2025;35;11
426567;101519;29/07/2025;7;31
426581;14159;17/08/2025;19;12
426585;64750;29/07/2025;6;31
426618;117774;28/07/2025;5;32
426626;55555;05/08/2025;1;24
426876;112333;17/07/2025;9;43
426898;53248;16/08/2025;10;13
427035;160000;27/06/2025;1;63
427073;14399;18/08/2025;76;11
427094;105396;08/08/2025;8;21
427138;93304;18/08/2025;5;11
427333;52688;07/08/2025;2;22
427398;42861;18/08/2025;31;11
427406;75053;18/08/2025;11;11
427415;27820;18/08/2025;22;11
428125;157500;25/07/2025;2;35
428212;28610;05/08/2025;4;24
428261;33392;15/08/2025;20;14
428319;54175;25/07/2025;3;35
428336;40704;10/08/2025;9;19
428343;110750;06/08/2025;4;23
428361;27500;28/07/2025;2;32
428414;76000;11/08/2025;4;18
428451;30000;25/06/2025;1;65
428489;75855;29/07/2025;2;31
428499;95801;28/07/2025;4;32
428504;11487;17/08/2025;30;12
428532;96335;08/08/2025;20;21
428535;1200;04/08/2025;1;25
428537;105717;10/08/2025;3;19
428567;7500;11/08/2025;2;18
428570;38850;10/08/2025;4;19
428589;18833;29/07/2025;6;31
428633;32977;15/08/2025;13;14
428638;24800;08/08/2025;5;21
428676;146295;28/07/2025;3;32
428678;31000;02/08/2025;1;27
428683;64506;06/08/2025;8;23
428709;110529;28/07/2025;4;32
428711;90189;31/07/2025;7;29
428724;68367;26/07/2025;3;34
428774;19393;17/08/2025;15;12
428775;12000;28/07/2025;1;32
428789;67329;01/08/2025;7;28
428806;150000;05/07/2025;1;55
428813;109590;01/08/2025;5;28
428823;96570;13/08/2025;22;16
428824;18497;11/08/2025;25;18
428848;180000;01/08/2025;1;28
428875;81594;18/08/2025;8;11
428906;80299;14/08/2025;9;15
428910;55333;18/08/2025;3;11
428912;70350;24/07/2025;2;36
428947;24049;02/08/2025;8;27
428964;75500;24/07/2025;2;36
428992;200000;14/08/2025;2;15
429081;113750;01/08/2025;4;28
429082;98600;15/08/2025;5;14
429091;57574;30/07/2025;16;30
429096;115000;28/06/2025;1;62
429112;60500;05/08/2025;2;24
429139;47778;18/08/2025;52;11
429161;113127;28/07/2025;6;32
429174;53865;02/08/2025;13;27
429253;31500;05/08/2025;2;24
429262;15000;09/08/2025;1;20
429271;141965;28/07/2025;8;32
429303;38412;18/08/2025;10;11
429310;29250;05/08/2025;2;24
429328;168250;12/08/2025;2;17
429350;107557;29/07/2025;10;31
429395;200000;02/08/2025;3;27
429428;41214;26/07/2025;2;34
429497;47690;29/07/2025;6;31
429554;68333;15/07/2025;3;45
429560;8000;18/06/2025;1;72
429611;91123;29/07/2025;13;31
429612;13000;12/07/2025;1;48
429616;166000;30/07/2025;2;30
429619;68106;06/08/2025;8;23
429622;91916;28/07/2025;5;32
429626;62500;06/08/2025;4;23
429648;21041;18/08/2025;47;11
429650;108080;28/07/2025;4;32
429664;18610;18/08/2025;12;11
429680;117086;18/08/2025;7;11
429704;67000;29/07/2025;3;31
429742;121000;28/06/2025;2;62
429744;200000;28/07/2025;2;32
429750;105451;16/08/2025;11;13
429763;53860;28/07/2025;5;32
429768;34830;18/08/2025;27;11
429853;72193;09/08/2025;35;20
429861;100000;27/06/2025;1;63
429902;92012;28/07/2025;4;32
429932;38427;13/08/2025;15;16
429978;73558;30/07/2025;3;30
430005;3005;01/07/2025;2;59
430029;58400;29/07/2025;3;31
430064;50322;18/08/2025;10;11
430119;80461;03/08/2025;9;26
430126;113619;28/07/2025;5;32
430135;80500;01/08/2025;2;28
430153;17508;29/07/2025;3;31
430154;61290;30/07/2025;6;30
430157;10477;04/08/2025;16;25
430184;12812;11/08/2025;2;18
430187;75487;29/07/2025;3;31
430207;170000;28/07/2025;1;32
430214;81875;04/08/2025;8;25
430232;59488;28/07/2025;22;32
430237;131310;30/07/2025;4;30
430243;38705;07/08/2025;22;22
430267;200000;03/08/2025;2;26
430283;94200;04/08/2025;5;25
430287;90000;25/07/2025;1;35
430325;89578;31/07/2025;8;29
430363;83716;14/08/2025;14;15
430422;69200;03/08/2025;5;26
430465;2260;09/08/2025;2;20
430481;59328;31/07/2025;4;29
430483;37500;28/07/2025;2;32
430508;126765;29/06/2025;2;61
430528;107140;07/08/2025;5;22
430531;12885;10/08/2025;55;19
430577;125233;16/08/2025;11;13
430595;105325;18/08/2025;7;11
430618;19673;17/08/2025;110;12
430630;16186;17/08/2025;22;12
430730;90000;18/07/2025;5;42
430742;24083;15/08/2025;31;14
430772;200000;31/07/2025;2;29
430831;75833;29/07/2025;6;31
430832;69460;11/08/2025;12;18
430833;20000;06/08/2025;2;23
430868;58502;17/08/2025;32;12
430888;127411;03/07/2025;2;57
430896;23450;10/08/2025;10;19
430914;18019;03/08/2025;24;26
430937;105825;30/07/2025;2;30
430938;126912;28/07/2025;4;32
430975;62625;15/08/2025;8;14
431063;55628;15/08/2025;30;14
431067;123750;04/08/2025;4;25
431086;1000;29/07/2025;1;31
431093;9890;15/08/2025;13;14
431137;50872;18/08/2025;13;11
431138;49200;07/08/2025;4;22
431185;21500;24/07/2025;2;36
431204;83918;15/08/2025;14;14
431211;161000;25/07/2025;2;35
431222;26444;15/08/2025;11;14
431228;79788;19/07/2025;26;41
431241;40236;16/08/2025;22;13
431268;63923;17/08/2025;13;12
431269;152500;11/08/2025;2;18
431298;160667;28/07/2025;3;32
431304;161038;18/08/2025;17;11
431321;41332;06/08/2025;3;23
431323;43918;02/08/2025;24;27
431333;88657;29/07/2025;7;31
431336;57714;03/08/2025;7;26
431384;30893;18/08/2025;46;11
431388;115000;05/08/2025;4;24
431425;200000;28/07/2025;2;32
431436;85558;25/07/2025;4;35
431462;91813;13/08/2025;10;16
431482;115702;28/07/2025;6;32
431515;25500;02/08/2025;2;27
431529;54430;06/08/2025;2;23
431547;102155;08/08/2025;3;21
431549;74944;28/07/2025;10;32
431555;72472;14/08/2025;4;15
431613;45329;14/08/2025;17;15
431623;32333;15/08/2025;3;14
431668;126667;06/08/2025;3;23
431679;25158;31/07/2025;19;29
431682;157000;15/08/2025;10;14
431701;101333;11/08/2025;3;18
431734;94949;11/08/2025;8;18
431841;23250;11/08/2025;2;18
431906;164261;28/07/2025;4;32
431933;59472;15/08/2025;40;14
432059;51158;18/08/2025;13;11
432075;100604;28/07/2025;5;32
432099;46917;11/08/2025;6;18
432145;67520;25/07/2025;5;35
432158;17000;11/08/2025;2;18
432178;45000;06/08/2025;1;23
432183;92500;29/07/2025;4;31
432200;49826;17/08/2025;19;12
432247;131512;27/07/2025;2;33
432285;93038;28/07/2025;4;32
432298;9680;18/08/2025;13;11
432314;1000;28/06/2025;1;62
432317;64067;15/08/2025;15;14
432363;141231;06/08/2025;13;23
432429;95465;28/07/2025;7;32
432442;42191;14/08/2025;29;15
432448;18500;18/08/2025;10;11
432457;44117;26/07/2025;5;34
432463;12500;11/08/2025;2;18
432506;118683;26/07/2025;3;34
432511;7000;07/08/2025;1;22
432546;58250;27/06/2025;2;63
432554;124667;01/08/2025;3;28
432572;124402;30/07/2025;6;30
432634;93382;29/07/2025;4;31
432671;106390;02/08/2025;5;27
432705;39734;01/08/2025;18;28
432721;10697;11/08/2025;18;18
432737;4750;24/07/2025;2;36
432740;64520;25/07/2025;4;35
432754;76500;03/08/2025;6;26
432769;22523;04/08/2025;7;25
434523;98382;24/07/2025;5;36
434551;41895;07/08/2025;3;22
434609;9880;16/08/2025;32;13
434616;89857;25/07/2025;7;35
434620;115500;05/08/2025;6;24
434644;88282;26/07/2025;5;34
434649;80000;31/07/2025;1;29
434724;52520;15/08/2025;5;14
434781;28421;02/08/2025;14;27
434831;55000;25/07/2025;2;35
434840;38778;01/08/2025;6;28
434847;155800;31/07/2025;2;29
434865;107333;10/08/2025;3;19
434985;50222;07/08/2025;9;22
435018;77857;12/08/2025;7;17
435082;90167;17/08/2025;3;12
435086;119695;29/07/2025;4;31
435100;109712;17/08/2025;8;12
435143;116882;02/08/2025;6;27
435146;63000;04/08/2025;13;25
435296;45537;18/08/2025;9;11
435304;73730;23/06/2025;1;67
435362;188000;26/06/2025;1;64
435373;70421;08/08/2025;7;21
435377;190000;27/06/2025;1;63
435394;1837;15/08/2025;3;14
435426;30667;30/07/2025;30;30
435469;75000;18/08/2025;1;11
435475;7750;26/07/2025;2;34
435478;106745;02/08/2025;3;27
435506;40678;12/08/2025;6;17
435515;67191;10/08/2025;14;19
435544;58167;30/07/2025;3;30
435630;108363;30/07/2025;5;30
435730;25191;01/08/2025;8;28
435782;133369;16/08/2025;9;13
435842;129350;30/07/2025;3;30
435850;57089;07/08/2025;6;22
435940;62833;08/08/2025;12;21
435964;17434;06/08/2025;5;23
435971;90777;16/08/2025;15;13
436012;109000;06/08/2025;3;23
436054;71700;30/07/2025;8;30
436070;127970;30/07/2025;3;30
436119;95200;05/08/2025;2;24
436144;48483;10/08/2025;46;19
436171;3869;06/07/2025;12;54
436210;105571;08/08/2025;7;21
436273;2000;15/07/2025;1;45
436287;40831;18/08/2025;8;11
436291;15300;12/08/2025;15;17
436303;123500;05/07/2025;2;55
436309;116817;07/08/2025;6;22
436870;75000;11/08/2025;2;18
436946;37409;18/08/2025;16;11
436995;13430;31/07/2025;11;29
437083;29281;29/07/2025;18;31
437141;15150;22/06/2025;2;68
437209;33452;18/08/2025;66;11
437215;35000;05/08/2025;2;24
437238;35283;15/08/2025;12;14
437248;60020;12/08/2025;5;17
437329;77000;18/08/2025;1;11
437376;58990;18/08/2025;55;11
437595;18300;17/08/2025;17;12
437599;133786;18/08/2025;14;11
437688;31464;13/08/2025;27;16
437695;17122;18/08/2025;49;11
437818;70150;04/08/2025;4;25
437931;16286;10/08/2025;4;19
438055;65381;03/08/2025;12;26
438146;19937;18/08/2025;70;11
438177;75820;13/08/2025;5;16
438233;1000;03/08/2025;1;26
438268;47189;17/08/2025;14;12
438358;12334;18/08/2025;65;11
438378;18085;18/08/2025;47;11
438379;1000;21/07/2025;1;39
438491;110000;06/08/2025;2;23
438593;34000;16/08/2025;5;13
438675;9800;26/07/2025;5;34
438783;95535;18/08/2025;6;11
438825;10000;08/08/2025;1;21
438841;22606;18/08/2025;28;11
438964;64615;18/08/2025;28;11
439047;11596;16/08/2025;28;13
439272;96963;28/07/2025;7;32
439283;16667;03/07/2025;3;57
439581;26498;12/08/2025;14;17
440698;80334;06/08/2025;32;23
440949;22418;18/08/2025;85;11
441097;85143;29/07/2025;7;31
441107;18081;16/08/2025;4;13
441109;121458;28/07/2025;4;32
441111;90000;28/06/2025;1;62
441136;110869;10/08/2025;13;19
441312;33813;05/08/2025;23;24
441496;93743;08/08/2025;6;21
441538;54000;01/08/2025;5;28
441539;108013;14/08/2025;13;15
441600;150000;01/07/2025;3;59
441643;33833;01/07/2025;3;59
441645;185363;29/07/2025;2;31
441744;62430;02/08/2025;5;27
441752;22958;28/07/2025;30;32
441770;113227;29/07/2025;5;31
441774;118270;03/08/2025;7;26
441778;150000;24/06/2025;1;66
441797;201000;31/07/2025;2;29
441829;64361;16/08/2025;35;13
441868;25121;04/08/2025;14;25
441971;104050;12/08/2025;10;17
442024;198000;27/06/2025;1;63
442174;26812;14/08/2025;22;15
442178;23000;09/08/2025;1;20
442324;31538;06/07/2025;12;54
442747;179285;01/08/2025;4;28
443169;7793;14/08/2025;37;15
443221;8396;11/08/2025;15;18
443246;53375;28/07/2025;14;32
443314;61868;28/07/2025;4;32
443317;10000;30/06/2025;1;60
443319;42500;14/08/2025;17;15
443320;56450;30/07/2025;5;30
443369;95500;16/08/2025;3;13
443439;131310;29/07/2025;2;31
443452;150000;21/07/2025;1;39
443453;190000;06/07/2025;1;54
443463;22424;01/08/2025;12;28
443485;147962;04/08/2025;28;25
443489;45200;26/06/2025;3;64
443491;32904;11/08/2025;13;18
443496;103890;12/08/2025;29;17
443499;134588;30/07/2025;4;30
443535;139775;24/07/2025;6;36
443559;200000;15/07/2025;1;45
443604;24005;18/08/2025;4;11
443641;85800;03/08/2025;5;26
443658;10000;16/07/2025;1;44
443667;79000;05/08/2025;2;24
443680;63500;29/07/2025;2;31
443706;153000;28/07/2025;2;32
443721;71363;29/07/2025;9;31
443747;15000;19/07/2025;3;41
443826;70562;11/08/2025;8;18
443913;52857;31/07/2025;14;29
443922;71729;13/08/2025;7;16
443931;45512;18/08/2025;10;11
443936;66458;17/08/2025;12;12
443937;3150;18/08/2025;2;11
443951;21190;14/08/2025;10;15
443962;42000;28/07/2025;2;32
443965;36041;16/08/2025;40;13
444027;5000;13/08/2025;3;16
444031;27433;17/08/2025;34;12
444040;108625;30/07/2025;8;30
444044;82083;04/08/2025;6;25
444054;67692;12/08/2025;13;17
444063;104543;06/08/2025;5;23
444071;39100;13/08/2025;24;16
444075;14358;07/08/2025;35;22
444094;32170;29/07/2025;4;31
444147;16858;01/08/2025;20;28
444158;60798;29/07/2025;3;31
444196;24500;05/08/2025;2;24
444257;64750;07/08/2025;8;22
444258;32470;02/08/2025;5;27
444281;132062;28/07/2025;4;32
444323;27270;31/07/2025;10;29
444339;98867;28/07/2025;3;32
444358;50000;17/08/2025;4;12
444435;60000;27/07/2025;1;33
444454;59450;30/07/2025;2;30
444458;8965;17/08/2025;184;12
444462;40625;18/08/2025;16;11
444570;36408;18/08/2025;15;11
444587;168667;29/07/2025;3;31
444629;13404;17/08/2025;8;12
444674;8000;11/08/2025;2;18
444703;103683;28/07/2025;11;32
444759;138667;28/07/2025;3;32
444824;56374;04/08/2025;11;25
444888;38274;02/08/2025;6;27
444915;20250;18/08/2025;6;11
444926;21045;18/08/2025;17;11
444927;10514;17/08/2025;110;12
444928;100000;06/08/2025;1;23
445061;20179;18/08/2025;67;11
445063;66000;29/07/2025;2;31
445236;36833;07/08/2025;3;22
445250;15260;08/08/2025;38;21
445264;106691;28/07/2025;4;32
445272;200000;18/08/2025;1;11
445283;12000;09/08/2025;1;20
445287;12750;12/07/2025;4;48
445296;110686;28/07/2025;6;32
445394;48874;15/08/2025;4;14
445430;106327;18/08/2025;11;11
445431;62494;31/07/2025;10;29
445503;22725;20/06/2025;2;70
445559;152500;25/07/2025;2;35
445566;25105;18/08/2025;24;11
445585;144500;30/07/2025;2;30
445601;104117;16/08/2025;6;13
445668;49213;18/08/2025;67;11
445723;160348;10/08/2025;4;19
445724;63770;29/07/2025;7;31
445725;119333;29/07/2025;4;31
445778;29500;11/08/2025;2;18
445831;7500;29/07/2025;2;31
445894;41542;07/08/2025;5;22
445922;200000;01/08/2025;2;28
445934;41813;18/08/2025;19;11
446111;168333;28/06/2025;3;62
446260;2350;09/07/2025;2;51
446276;69240;26/07/2025;2;34
446301;39240;14/08/2025;5;15
447105;46000;27/07/2025;2;33
447114;112625;28/07/2025;4;32
447125;48958;12/08/2025;6;17
447150;36985;07/08/2025;11;22
447168;9999;29/06/2025;5;61
447182;12069;11/08/2025;31;18
447204;53000;13/08/2025;1;16
447273;73050;28/07/2025;4;32
447312;31714;18/08/2025;20;11
447345;144000;16/08/2025;7;13
447370;73095;05/08/2025;6;24
447384;10275;03/08/2025;13;26
447397;25000;31/07/2025;1;29
447401;126520;30/07/2025;5;30
447406;116214;05/08/2025;7;24
447432;38500;27/06/2025;2;63
447445;60000;29/07/2025;1;31
447454;27340;04/08/2025;3;25
447480;39000;06/08/2025;1;23
447565;16438;01/08/2025;13;28
447642;5000;11/08/2025;2;18
447644;60228;18/08/2025;42;11
447653;21247;17/08/2025;22;12
447663;10000;25/07/2025;2;35
447669;21822;16/08/2025;47;13
447671;51836;11/08/2025;16;18
447679;39285;31/07/2025;9;29
447686;5400;17/07/2025;3;43
447688;114505;05/08/2025;6;24
447694;147633;01/08/2025;6;28
447702;46750;11/08/2025;2;18
447703;55714;16/08/2025;7;13
447713;25430;11/08/2025;55;18
447714;82813;18/08/2025;19;11
447722;39533;12/08/2025;17;17
447734;99405;28/07/2025;6;32
447757;71812;12/08/2025;7;17
447793;45579;18/08/2025;19;11
447807;57432;18/08/2025;40;11
447812;127000;29/07/2025;2;31
447819;71222;27/07/2025;7;33
447820;30129;15/08/2025;9;14
447828;7150;11/08/2025;2;18
447852;36667;17/08/2025;6;12
447856;175000;28/07/2025;2;32
447866;81367;05/08/2025;6;24
447868;79184;16/08/2025;7;13
447882;7414;28/07/2025;5;32
447926;14949;18/08/2025;22;11
447968;21203;14/08/2025;26;15
448114;67333;30/07/2025;3;30
448132;27400;26/07/2025;2;34
448148;42239;06/08/2025;14;23
448170;60050;14/07/2025;2;46
448183;9073;11/08/2025;3;18
448212;89420;28/07/2025;5;32
448215;8265;18/08/2025;21;11
448222;68775;09/08/2025;11;20
448230;117500;08/08/2025;6;21
448248;9028;29/07/2025;4;31
448259;16980;01/08/2025;44;28
448270;69596;28/07/2025;5;32
448277;10251;18/08/2025;15;11
448291;30000;28/07/2025;2;32
448303;2000;16/08/2025;4;13
448327;100548;04/08/2025;6;25
448351;87250;02/08/2025;2;27
448398;67500;05/08/2025;2;24
448424;40625;02/07/2025;8;58
448426;172253;04/08/2025;3;25
448434;47500;01/07/2025;2;59
448462;141348;04/08/2025;5;25
448470;25565;29/07/2025;5;31
448479;34182;14/08/2025;12;15
448488;32950;27/07/2025;2;33
448557;17917;06/08/2025;18;23
448573;2700;04/07/2025;2;56
448578;65762;28/07/2025;4;32
448595;200000;28/07/2025;2;32
448652;41325;16/08/2025;18;13
448660;116667;01/08/2025;3;28
448680;16250;28/07/2025;2;32
448709;42800;16/08/2025;10;13
448731;59392;14/07/2025;6;46
448816;100000;07/08/2025;1;22
448868;126434;12/08/2025;5;17
448869;56688;09/08/2025;8;20
448907;25202;21/07/2025;3;39
448946;4540;02/08/2025;2;27
448980;5491;15/08/2025;23;14
449011;142260;29/07/2025;2;31
449100;44871;17/08/2025;19;12
449157;24479;08/08/2025;14;21
449180;14747;12/08/2025;5;17
449287;5618;31/07/2025;11;29
449289;82000;26/07/2025;2;34
449298;9000;16/08/2025;3;13
449313;19900;10/07/2025;1;50
449326;43875;13/08/2025;8;16
449338;46852;04/08/2025;3;25
449345;29000;16/07/2025;1;44
449400;22858;18/08/2025;5;11
449426;7500;05/08/2025;2;24
449456;47250;12/08/2025;12;17
449481;41250;05/08/2025;2;24
449497;8204;05/08/2025;70;24
449502;36729;16/08/2025;23;13
449565;69638;31/07/2025;11;29
449594;59500;27/07/2025;2;33
449626;112500;28/07/2025;2;32
449627;130730;04/08/2025;10;25
449633;50000;03/07/2025;1;57
449637;175175;28/07/2025;2;32
449644;109595;28/07/2025;4;32
449667;22504;18/08/2025;5;11
449674;88333;28/07/2025;6;32
449707;142240;28/07/2025;4;32
449715;13143;06/08/2025;7;23
449737;18918;12/08/2025;15;17
449739;122829;06/08/2025;6;23
449748;111236;28/07/2025;4;32
449775;15860;18/08/2025;40;11
449778;18900;11/08/2025;21;18
449780;47100;10/08/2025;6;19
449782;86081;28/07/2025;7;32
449792;12375;18/08/2025;4;11
449810;17565;13/07/2025;2;47
449817;16352;17/08/2025;18;12
449818;57515;12/08/2025;17;17
449822;135795;28/07/2025;3;32
449850;25531;15/08/2025;18;14
449866;20654;06/08/2025;20;23
449896;38000;05/08/2025;2;24
449912;50000;30/07/2025;1;30
449915;23800;16/08/2025;5;13
449938;18244;18/08/2025;8;11
449956;40500;05/08/2025;23;24
449996;3510;07/07/2025;2;53
450008;20597;17/08/2025;35;12
450013;94000;27/07/2025;1;33
450032;101000;31/07/2025;4;29
450051;49318;04/07/2025;4;56
450052;22222;09/08/2025;9;20
450054;72308;17/08/2025;6;12
450075;5500;01/07/2025;1;59
450132;35103;18/08/2025;18;11
450141;164000;25/07/2025;1;35
450142;76405;26/07/2025;4;34
450207;111100;26/06/2025;1;64
450225;161333;06/08/2025;3;23
450237;17121;16/08/2025;35;13
451946;177750;21/07/2025;4;39
451959;118434;29/07/2025;7;31
451973;120333;28/06/2025;3;62
451994;37100;14/08/2025;10;15
452016;89400;04/08/2025;10;25
452022;29125;04/08/2025;8;25
452082;22250;12/08/2025;6;17
452091;46250;05/08/2025;8;24
452117;12908;11/08/2025;3;18
452123;187500;28/07/2025;2;32
452145;75250;13/08/2025;2;16
452207;42500;02/08/2025;2;27
452285;150000;25/07/2025;2;35
452317;58705;26/07/2025;2;34
452363;50000;22/07/2025;1;38
452370;3800;31/07/2025;1;29
452401;55000;05/08/2025;2;24
452443;162636;04/08/2025;7;25
452471;17667;04/08/2025;3;25
452555;72928;11/08/2025;6;18
452559;110050;30/07/2025;4;30
452560;59009;16/08/2025;15;13
452611;117000;29/07/2025;1;31
452619;77510;28/07/2025;2;32
452625;144500;28/07/2025;2;32
452627;90129;28/07/2025;6;32
452630;37390;15/08/2025;33;14
452646;48362;14/08/2025;4;15
452650;75000;18/08/2025;1;11
452661;54040;25/07/2025;2;35
452674;48370;11/08/2025;5;18
452685;8500;11/08/2025;2;18
452707;79430;18/08/2025;16;11
452711;98500;30/07/2025;2;30
452737;83133;28/07/2025;6;32
452839;200000;03/07/2025;1;57
452844;15500;12/08/2025;4;17
452852;129132;07/08/2025;15;22
452858;34845;09/08/2025;2;20
452868;50652;15/08/2025;16;14
452904;116833;01/08/2025;6;28
452967;57050;03/07/2025;4;57
452979;44007;08/08/2025;3;21
452987;19200;01/08/2025;10;28
453003;46570;28/07/2025;3;32
453015;74417;28/07/2025;6;32
453027;9691;27/06/2025;8;63
453048;67260;08/08/2025;73;21
453065;198500;08/08/2025;2;21
453080;146000;31/07/2025;1;29
453107;89353;07/08/2025;3;22
453141;101258;28/07/2025;4;32
453151;153750;30/07/2025;4;30
453184;22062;13/08/2025;8;16
453185;138014;04/08/2025;8;25
453190;50777;28/07/2025;11;32
453227;138667;01/07/2025;3;59
453240;124998;30/07/2025;2;30
453259;146518;28/07/2025;5;32
453260;17500;11/08/2025;2;18
453277;63857;28/07/2025;7;32
