societaire,montant_moyen,nb_transactions_mois,dernière_transaction,dernière_transaction_jour
1353944,44491.25,8,2025-08-14,15
1354004,100000.0,1,2025-08-06,23
1354025,35798.57142857143,7,2025-08-04,25
1354138,13237.058823529413,51,2025-08-18,11
1354216,51828.46153846154,26,2025-08-16,13
1354304,18091.666666666668,48,2025-08-18,11
1354321,47200.0,2,2025-07-31,29
1354399,23368.846153846152,26,2025-08-12,17
1354438,18500.0,2,2025-08-11,18
1354503,25209.166666666668,6,2025-07-25,35
1354506,30358.214285714286,14,2025-07-30,30
1354530,49340.0,7,2025-07-11,49
1354548,9190.833333333334,6,2025-07-06,54
1354582,104213.0,25,2025-07-15,45
1354599,24000.0,2,2025-08-12,17
1354642,20400.0,2,2025-07-02,58
1354761,17088.660714285714,56,2025-08-09,20
1354805,16516.129032258064,31,2025-08-17,12
1354816,52000.0,7,2025-08-14,15
1354832,8940.454545454546,11,2025-08-18,11
1355001,50469.375,8,2025-07-31,29
1355009,37500.0,2,2025-08-09,20
1355136,28375.0,4,2025-07-10,50
1355183,47994.6875,16,2025-08-14,15
1355248,14938.57142857143,35,2025-08-18,11
1355304,130800.0,5,2025-08-12,17
1355332,17000.0,1,2025-07-12,48
1355535,12064.375,16,2025-07-23,37
1355547,87116.66666666667,6,2025-08-06,23
1355557,58061.0,2,2025-08-16,13
1355708,21300.0,2,2025-07-14,46
1355846,20000.0,1,2025-08-09,20
1355981,2000.0,2,2025-06-30,60
1355986,109285.71428571429,7,2025-08-18,11
1356113,20128.055555555555,18,2025-08-03,26
1356134,27130.0,2,2025-08-11,18
1356151,103028.0,5,2025-07-30,30
1356279,2000.0,3,2025-08-06,23
1356291,58666.666666666664,3,2025-07-05,55
1356358,62500.0,2,2025-08-01,28
1356382,60792.5,2,2025-08-08,21
1356457,44342.5,8,2025-08-09,20
1356544,23204.0,5,2025-07-30,30
1356579,37110.0,5,2025-08-05,24
1356590,14898.0,175,2025-08-18,11
1356614,86619.0,10,2025-08-12,17
1356686,37500.0,2,2025-07-01,59
1356723,11096.25,8,2025-08-17,12
1356739,92802.5,4,2025-08-01,28
1356741,37000.0,2,2025-08-09,20
1356747,93420.83333333333,12,2025-08-08,21
1356754,19964.285714285714,14,2025-08-12,17
1356771,8930.692307692309,65,2025-08-15,14
1356781,30788.88888888889,9,2025-08-17,12
1356789,30270.25641025641,39,2025-08-11,18
1356957,10000.0,1,2025-06-25,65
1356973,27000.0,1,2025-08-07,22
1357040,10844.69512195122,328,2025-08-06,23
1357058,25250.0,1,2025-07-29,31
1357118,14343.333333333334,6,2025-08-07,22
1357119,15342.1875,16,2025-08-15,14
1357386,103030.0,4,2025-07-30,30
1357422,104765.0,3,2025-07-30,30
1357427,35327.5,4,2025-08-05,24
1357438,47000.0,5,2025-07-25,35
1357519,38997.22222222222,54,2025-08-18,11
1357673,51500.0,2,2025-08-11,18
1357722,77500.0,1,2025-07-30,30
1357748,40668.0,10,2025-08-11,18
1357778,40726.666666666664,3,2025-07-30,30
1357787,11805.0,2,2025-06-30,60
1357833,7560.0,2,2025-07-18,42
1357835,126000.0,1,2025-07-04,56
1357916,33912.41379310345,29,2025-08-18,11
1358111,151000.0,4,2025-08-04,25
1358145,200000.0,1,2025-07-15,45
1358185,96290.0,6,2025-07-28,32
1358218,86500.0,2,2025-07-09,51
1358394,28256.756756756757,37,2025-08-18,11
1358417,30000.0,2,2025-08-12,17
1358454,55000.0,2,2025-07-31,29
1358518,99995.0,4,2025-07-31,29
1358556,92933.33333333333,3,2025-08-01,28
1358566,12949.0,2,2025-08-11,18
1358647,109948.0,1,2025-08-02,27
1358665,18211.0,5,2025-08-17,12
1358742,10196.0,20,2025-07-27,33
1358996,52954.72972972973,37,2025-08-06,23
1359162,9282.333333333334,15,2025-07-27,33
1359205,67166.66666666667,12,2025-08-18,11
1359259,21743.571428571428,14,2025-08-09,20
1359309,16762.5,4,2025-08-03,26
1359407,2840.0,4,2025-07-05,55
1359491,48683.333333333336,3,2025-08-14,15
1359557,38772.40740740741,27,2025-08-17,12
1359624,33558.333333333336,6,2025-07-31,29
1359673,1000.0,1,2025-06-19,71
1359706,3613.4210526315787,76,2025-08-13,16
1359756,5236.666666666667,6,2025-08-06,23
1359774,130000.0,2,2025-08-08,21
1359786,17924.473684210527,76,2025-08-18,11
1359815,6782.909090909091,11,2025-07-23,37
1360069,35883.333333333336,12,2025-08-16,13
1360083,31550.0,7,2025-08-18,11
1360199,96500.0,2,2025-08-03,26
1360208,81861.42857142857,7,2025-07-22,38
1360234,120000.0,2,2025-07-28,32
1360434,15878.97435897436,39,2025-07-07,53
1360525,33750.0,4,2025-08-06,23
1360671,8333.333333333334,3,2025-08-12,17
1360755,20800.0,6,2025-08-13,16
1360942,35500.0,2,2025-08-05,24
1360957,108025.0,2,2025-08-06,23
1361163,37918.0,5,2025-07-30,30
1361170,7186.428571428572,7,2025-08-17,12
1361197,22375.0,4,2025-08-17,12
1361211,95088.88888888889,9,2025-08-08,21
1361260,32000.0,1,2025-08-03,26
1361341,82959.25,4,2025-07-31,29
1361388,39890.0,5,2025-08-14,15
1361402,25869.772727272728,22,2025-07-29,31
1361472,20000.0,4,2025-08-16,13
1361513,14125.0,4,2025-08-11,18
1361705,50500.0,1,2025-08-10,19
1361712,11670.0,3,2025-08-11,18
1361825,23400.0,3,2025-07-19,41
1361845,13500.0,2,2025-07-13,47
1361881,33950.0,4,2025-08-16,13
1361898,44400.0,2,2025-07-30,30
1362047,102063.68421052632,19,2025-07-10,50
1362071,38490.0,2,2025-08-06,23
1362078,11996.232876712329,73,2025-08-18,11
1362210,550.0,2,2025-08-13,16
1362214,33339.166666666664,12,2025-08-16,13
1362241,26783.870967741936,31,2025-08-17,12
1362249,134000.0,1,2025-08-06,23
1362510,24235.454545454544,11,2025-07-30,30
1362599,7825.652173913043,23,2025-07-24,36
1362612,37333.333333333336,3,2025-08-05,24
1362644,120000.0,1,2025-08-12,17
1362668,8505.0,3,2025-07-14,46
1362680,54000.0,1,2025-07-03,57
1362785,8651.666666666666,3,2025-08-12,17
1362815,100000.0,1,2025-08-06,23
1362835,60000.0,3,2025-07-31,29
1362898,19451.515151515152,33,2025-08-17,12
1362931,88666.66666666667,3,2025-08-02,27
1363017,48910.833333333336,12,2025-08-15,14
1363022,29703.77358490566,53,2025-08-18,11
1363035,17300.0,5,2025-08-10,19
1363049,2000.0,1,2025-08-11,18
1363175,9201.818181818182,11,2025-08-10,19
1363189,113500.0,2,2025-08-06,23
1363250,47562.5,8,2025-07-24,36
1363296,38631.25,4,2025-07-31,29
1363389,50500.0,1,2025-06-28,62
1363488,54750.0,2,2025-07-17,43
1363524,194500.0,2,2025-08-05,24
1363543,29847.5,4,2025-07-04,56
1363569,4000.0,3,2025-08-06,23
1364746,50000.0,1,2025-08-18,11
1365274,22357.5,20,2025-08-16,13
1365317,75275.0,6,2025-08-01,28
1365937,13000.0,2,2025-07-29,31
1366111,17375.0,8,2025-07-23,37
1366886,30300.0,2,2025-08-11,18
1368605,18576.666666666668,6,2025-08-14,15
1368635,16666.666666666668,3,2025-08-06,23
1368782,19128.88888888889,9,2025-08-14,15
1368792,61450.0,3,2025-07-30,30
1368816,36625.0,2,2025-06-27,63
1369613,28000.0,1,2025-06-19,71
1369708,80000.0,4,2025-08-06,23
1369810,39611.875,8,2025-08-06,23
1370124,148475.0,4,2025-06-30,60
1370498,8250.0,2,2025-08-01,28
1371266,41255.71428571428,7,2025-08-11,18
1371391,21661.071428571428,28,2025-08-04,25
1371436,7020.0,2,2025-06-20,70
1371496,70350.0,2,2025-07-31,29
1371939,8902.0,25,2025-08-11,18
1372152,14729.411764705883,17,2025-08-18,11
1372606,31538.333333333332,3,2025-08-08,21
1372738,85075.83333333333,24,2025-08-14,15
1372771,150500.0,4,2025-07-27,33
1373122,80742.85714285714,14,2025-07-10,50
1373161,93472.91666666667,24,2025-08-05,24
1373203,3000.0,2,2025-07-17,43
1373646,200000.0,1,2025-08-01,28
1373686,68000.0,2,2025-08-05,24
1373720,5000.0,2,2025-08-05,24
1374171,160000.0,1,2025-07-29,31
1374361,15500.0,7,2025-08-08,21
1374381,110750.0,10,2025-08-07,22
1374472,9800.0,5,2025-08-01,28
1374523,13906.923076923076,13,2025-07-15,45
1374528,17436.25,8,2025-06-22,68
1374634,19707.14285714286,28,2025-07-18,42
1374737,20000.0,1,2025-07-06,54
1374846,87933.33333333333,12,2025-08-06,23
1374964,13500.0,2,2025-08-14,15
1374975,30112.5,8,2025-08-13,16
1375062,102100.0,6,2025-07-31,29
1375074,65166.666666666664,3,2025-07-11,49
1375275,190000.0,2,2025-08-07,22
1375526,1336.6666666666667,3,2025-07-20,40
1375810,52562.0,40,2025-08-12,17
1375941,23297.85714285714,14,2025-08-13,16
1376034,5030.034965034965,143,2025-08-18,11
1376139,28591.666666666668,6,2025-08-15,14
1376160,96000.0,2,2025-07-29,31
1376256,58474.82142857143,28,2025-07-30,30
1376327,36360.0,2,2025-06-30,60
1376337,59800.0,15,2025-08-13,16
1376342,20727.272727272728,11,2025-07-21,39
1376367,18746.666666666668,24,2025-08-18,11
1376475,17700.416666666668,12,2025-08-14,15
1376575,81666.66666666667,3,2025-08-01,28
1376612,43900.0,1,2025-06-30,60
1376747,35100.0,2,2025-08-09,20
1376817,148000.0,2,2025-08-06,23
1376967,17231.666666666668,12,2025-08-05,24
1377018,84608.33333333333,6,2025-08-18,11
1377020,6375.0,4,2025-08-12,17
1377074,5000.0,1,2025-08-18,11
1377138,179514.2380952381,21,2025-08-09,20
1377184,21647.23404255319,47,2025-08-18,11
1377232,68175.0,2,2025-08-04,25
1377240,8400.0,1,2025-07-25,35
1377280,91500.0,2,2025-07-25,35
1377326,62522.72727272727,22,2025-08-09,20
1377338,67602.16666666667,6,2025-07-28,32
1377380,29604.055555555555,18,2025-08-11,18
1377442,7024.324324324324,74,2025-08-18,11
1377521,25000.0,1,2025-08-10,19
1377743,2179.0,4,2025-07-30,30
1377817,90883.33333333333,3,2025-07-28,32
1377832,27600.0,1,2025-08-12,17
1377836,8446.212121212122,33,2025-08-14,15
1377845,92625.0,2,2025-07-09,51
1377988,9150.0,6,2025-08-12,17
1378025,15400.0,8,2025-08-11,18
1378030,98782.5,2,2025-07-01,59
1378161,36333.333333333336,3,2025-08-11,18
1378189,113125.0,4,2025-07-25,35
1378372,101000.0,1,2025-08-15,14
1378374,23582.5,2,2025-06-25,65
1378377,100500.0,2,2025-08-05,24
1378422,50975.0,4,2025-08-12,17
1378441,22039.1935483871,31,2025-08-10,19
1378576,15419.734042553191,94,2025-08-14,15
1378642,12073.333333333334,3,2025-07-11,49
1378652,17451.428571428572,21,2025-07-21,39
1378702,150000.0,4,2025-08-01,28
1378714,28247.5,6,2025-07-04,56
1378755,49160.0,5,2025-08-16,13
1378843,10148.0,2,2025-08-11,18
1378895,51867.64705882353,34,2025-08-15,14
1378917,112250.0,2,2025-08-02,27
1378919,18500.0,1,2025-07-02,58
1378966,4000.0,1,2025-08-05,24
1379102,36177.5,4,2025-07-22,38
1379117,25750.0,4,2025-08-13,16
1379139,27636.666666666668,3,2025-07-29,31
1379290,16917.5,2,2025-08-12,17
1379296,24258.1,100,2025-08-18,11
1379354,2388.0722891566265,83,2025-08-18,11
1379483,79281.66666666667,6,2025-07-30,30
1379506,50000.0,2,2025-08-05,24
1379626,36194.444444444445,9,2025-08-17,12
1379663,63213.0,10,2025-07-31,29
1379698,9721.666666666666,3,2025-07-21,39
1379849,149486.66666666666,3,2025-07-28,32
1380496,25921.666666666668,6,2025-08-14,15
1380854,9005.0,2,2025-07-01,59
1381078,71616.66666666667,3,2025-08-05,24
1381425,25354.0,5,2025-08-11,18
1381492,176850.0,2,2025-07-29,31
1381568,12723.863636363636,22,2025-08-18,11
1381723,8074.5,2,2025-08-16,13
1381951,29058.75,12,2025-08-16,13
1382403,14134.274809160306,131,2025-08-18,11
1382450,69696.66666666667,3,2025-08-05,24
1382480,10714.285714285714,21,2025-08-18,11
1382597,54671.666666666664,3,2025-07-10,50
1382835,56566.11111111111,9,2025-07-14,46
1382998,40000.0,1,2025-07-14,46
1383204,84337.5,4,2025-07-21,39
1383205,7100.0,6,2025-07-05,55
1383426,102953.18604651163,43,2025-08-06,23
1383548,2102.5,6,2025-07-31,29
1383683,127703.57142857143,14,2025-07-29,31
1384086,50000.0,2,2025-07-29,31
1384289,78250.0,2,2025-08-05,24
1384490,36000.0,2,2025-07-28,32
1384511,1972.0,1,2025-08-05,24
1384529,82180.0,5,2025-08-10,19
1384601,17292.0,20,2025-08-17,12
1384646,36000.0,2,2025-08-02,27
1384742,4740.641025641025,39,2025-08-17,12
1384794,155858.33333333334,6,2025-06-30,60
1384827,14500.0,4,2025-08-10,19
1384954,16880.0,10,2025-08-18,11
1385147,55655.0,2,2025-08-05,24
1385824,3672.8333333333335,30,2025-08-12,17
1385863,28533.043478260868,23,2025-08-15,14
1385877,31250.0,4,2025-08-16,13
1386080,80787.5,4,2025-07-31,29
1386091,51063.5,2,2025-08-06,23
1386128,55000.0,1,2025-07-24,36
1386235,61118.88888888889,9,2025-07-25,35
1386242,40237.5,4,2025-07-29,31
1386265,20000.0,3,2025-08-07,22
1386277,86500.0,2,2025-08-04,25
1386389,27450.909090909092,22,2025-08-18,11
1386413,16250.0,5,2025-08-14,15
1386420,11824.333333333334,3,2025-08-18,11
1386579,30363.846153846152,13,2025-08-10,19
1386584,170000.0,1,2025-06-24,66
1386622,59600.0,10,2025-07-29,31
1386690,33160.0,2,2025-07-31,29
1386763,1000.0,1,2025-07-27,33
1386771,37858.5,4,2025-08-14,15
1386807,38000.0,2,2025-08-11,18
1386816,5000.0,1,2025-06-18,72
1386894,10000.0,3,2025-08-10,19
1387056,138000.0,2,2025-07-02,58
1387077,7847.35294117647,51,2025-08-18,11
1387094,7391.363636363636,22,2025-08-07,22
1387148,144500.0,2,2025-07-30,30
1387225,17631.338028169015,71,2025-08-18,11
1387282,50675.217391304344,23,2025-08-06,23
1387411,113032.0,4,2025-08-04,25
1387413,53686.25,4,2025-08-05,24
1387544,9664.146341463415,82,2025-08-16,13
1387553,40298.333333333336,3,2025-07-30,30
1387764,75743.75,4,2025-07-30,30
1387782,23225.0,4,2025-07-03,57
1387788,82110.73170731707,41,2025-07-18,42
1387794,82250.0,3,2025-07-25,35
1388014,74600.0,3,2025-08-10,19
1388024,14862.916666666666,12,2025-07-25,35
1388070,17262.5,4,2025-07-29,31
1388100,25336.25,16,2025-07-28,32
1388143,27500.0,4,2025-08-02,27
1388305,93047.5,16,2025-07-29,31
1388420,13383.333333333334,6,2025-06-28,62
1388430,100000.0,1,2025-07-11,49
1388474,10426.666666666666,3,2025-07-06,54
1388510,89653.84615384616,13,2025-08-16,13
1388530,106812.5,4,2025-08-04,25
1388656,18600.0,5,2025-08-05,24
1388834,51500.0,2,2025-07-30,30
1388930,78670.0,3,2025-07-28,32
1388955,10131.0,10,2025-08-18,11
1389004,13327.0,10,2025-07-05,55
1389087,119666.66666666667,3,2025-08-07,22
1389110,86530.0,3,2025-07-01,59
1389121,9240.0,5,2025-07-31,29
1389146,40750.0,4,2025-07-30,30
1389160,17500.0,3,2025-07-24,36
1389373,14392.857142857143,7,2025-07-25,35
1389433,64818.5,2,2025-07-31,29
1389494,71893.0,10,2025-08-16,13
1389508,10000.0,1,2025-08-01,28
1389544,26500.0,2,2025-08-06,23
1389585,40400.0,2,2025-07-26,34
1389602,11056.666666666666,39,2025-08-12,17
1389614,7550.0,2,2025-06-29,61
1389722,15000.0,2,2025-08-12,17
1389725,15137.051282051281,39,2025-08-18,11
1389761,35142.857142857145,7,2025-08-12,17
1389762,155000.0,4,2025-08-10,19
1389854,63380.0,5,2025-07-31,29
1389858,21500.0,2,2025-08-05,24
1389925,67588.88888888889,9,2025-07-30,30
1389986,105909.52380952382,21,2025-08-08,21
1390032,104006.66666666667,3,2025-07-28,32
1390158,57562.5,4,2025-08-06,23
1390277,3871.4285714285716,7,2025-08-17,12
1390298,65000.0,1,2025-08-11,18
1390341,66358.22222222222,54,2025-08-01,28
1390357,105757.14285714286,7,2025-07-28,32
1390394,57500.0,2,2025-08-08,21
1390468,72342.5,8,2025-07-29,31
1390508,37500.0,6,2025-08-18,11
1390531,44683.333333333336,9,2025-08-07,22
1390543,130800.0,3,2025-08-02,27
1390550,26984.285714285714,7,2025-08-06,23
1390595,129062.4,5,2025-08-11,18
1390597,124670.0,3,2025-08-16,13
1390610,10392.537931034483,145,2025-08-13,16
1390669,27554.285714285714,7,2025-07-19,41
1390680,8720.0,5,2025-08-13,16
1390710,52650.0,2,2025-07-07,53
1390728,111190.0,6,2025-08-16,13
1390743,34409.09090909091,11,2025-08-16,13
1390745,19246.666666666668,9,2025-08-15,14
1390773,13707.142857142857,7,2025-06-27,63
1390825,200000.0,1,2025-07-31,29
1390864,54003.75,8,2025-07-10,50
1390899,43374.03846153846,26,2025-08-14,15
1390972,8394.36170212766,47,2025-08-06,23
1390986,53537.36842105263,19,2025-08-16,13
1391006,118800.0,5,2025-07-28,32
1391016,34330.0,20,2025-08-15,14
1391019,41000.0,1,2025-07-05,55
1391022,12928.181818181818,11,2025-08-16,13
1391024,45370.555555555555,9,2025-08-15,14
1391028,129000.0,2,2025-08-01,28
1391038,84211.25,16,2025-08-11,18
1391039,18632.647058823528,17,2025-07-28,32
1391105,32211.11111111111,9,2025-08-12,17
1391121,52623.846153846156,13,2025-08-02,27
1391165,102433.33333333333,3,2025-07-12,48
1391192,41752.5,2,2025-07-29,31
1391195,18665.5,10,2025-08-06,23
1391235,89713.33333333333,9,2025-08-18,11
1391258,79762.22222222222,9,2025-07-30,30
1391303,52617.333333333336,15,2025-08-16,13
1391310,16660.0,6,2025-07-31,29
1391366,500.0,1,2025-06-21,69
1391439,89200.0,10,2025-08-02,27
1391444,122500.0,2,2025-07-10,50
1391466,103457.14285714286,7,2025-08-06,23
1391473,128066.66666666667,3,2025-08-01,28
1391506,34582.22222222222,18,2025-08-17,12
1391521,23582.85714285714,21,2025-08-04,25
1391540,38044.444444444445,9,2025-08-16,13
1391547,80199.32432432432,37,2025-08-05,24
1391582,56000.0,1,2025-08-06,23
1391587,41433.21428571428,14,2025-08-17,12
1391589,141406.66666666666,6,2025-07-30,30
1391597,30638.125,16,2025-08-17,12
1391605,96388.57142857143,7,2025-07-28,32
1391615,144000.0,3,2025-08-05,24
1391618,58733.333333333336,6,2025-08-07,22
1391628,9833.333333333334,3,2025-08-11,18
1391689,33419.642857142855,28,2025-08-17,12
1391691,96090.625,16,2025-08-18,11
1391715,149791.0,5,2025-07-28,32
1391719,63234.4,50,2025-08-16,13
1391730,7525.0,2,2025-07-26,34
1391734,138691.25,4,2025-07-28,32
1391880,138000.0,2,2025-08-11,18
1391913,3100.0,1,2025-06-28,62
1391995,96909.09090909091,11,2025-08-10,19
1392145,74422.27272727272,11,2025-08-01,28
1392216,85925.55555555556,9,2025-08-01,28
1392420,100000.0,2,2025-08-02,27
1392476,200000.0,1,2025-06-21,69
1392550,9894.25925925926,27,2025-08-18,11
1392579,154035.0,2,2025-07-09,51
1392674,18340.0,3,2025-08-05,24
1392685,10535.0,8,2025-08-11,18
1392696,12500.0,2,2025-08-12,17
1392734,113326.66666666667,3,2025-07-04,56
1392751,5603.333333333333,3,2025-08-12,17
1392821,9730.0,3,2025-08-15,14
1392908,1765.0,2,2025-07-31,29
1393322,147987.5,4,2025-08-03,26
1393326,67663.0,2,2025-08-08,21
1393338,13249.261363636364,88,2025-08-18,11
1393399,20800.0,1,2025-07-02,58
1393473,10100.0,1,2025-06-19,71
1393544,8030.0,2,2025-07-07,53
1393666,42500.0,2,2025-08-11,18
1393742,75695.0,9,2025-07-31,29
1393785,21477.62376237624,101,2025-08-18,11
1393798,11585.952380952382,21,2025-08-14,15
1393886,57500.0,2,2025-07-26,34
1393927,11016.07142857143,14,2025-08-08,21
1393981,32539.0,3,2025-07-30,30
1393989,9860.217391304348,23,2025-08-18,11
1394148,29500.0,13,2025-08-17,12
1394228,43666.666666666664,3,2025-08-05,24
1394248,9002.5,4,2025-08-05,24
1394382,30263.636363636364,11,2025-08-18,11
1394460,45383.333333333336,3,2025-06-24,66
1394574,4646.0,5,2025-08-17,12
1394575,22196.11111111111,9,2025-08-05,24
1394609,51296.2962962963,27,2025-08-16,13
1394764,36885.71428571428,7,2025-08-04,25
1394808,12480.416666666666,12,2025-08-14,15
1394899,50000.0,1,2025-08-14,15
1394920,127775.0,2,2025-08-05,24
1395234,43500.0,2,2025-07-21,39
1395282,11058.823529411764,17,2025-08-08,21
1395393,9600.0,10,2025-08-06,23
1395451,4540.654205607477,107,2025-07-29,31
1395766,115500.0,2,2025-07-14,46
1395805,35963.333333333336,45,2025-08-18,11
1395898,32797.5,4,2025-08-05,24
1395968,28575.0,4,2025-08-06,23
1395983,68013.33333333333,3,2025-07-26,34
1396002,108014.16666666667,6,2025-08-14,15
1396037,17550.0,2,2025-07-25,35
1396095,71957.14285714286,7,2025-07-23,37
1396319,43392.5,20,2025-08-18,11
1396397,68627.5,4,2025-07-30,30
1396890,3005.0,2,2025-06-18,72
1396927,77336.66666666667,3,2025-08-07,22
1396950,26222.6,25,2025-08-15,14
1397026,33214.28571428572,7,2025-08-01,28
1397033,68533.33333333333,3,2025-07-30,30
1397095,10766.95652173913,23,2025-08-18,11
1397190,10862.857142857143,28,2025-08-16,13
1397269,93090.90909090909,11,2025-08-06,23
1397420,10486.0,10,2025-08-17,12
1397463,100000.0,1,2025-08-04,25
1397479,90016.66666666667,3,2025-08-06,23
1397693,27188.333333333332,12,2025-07-30,30
1397776,36716.666666666664,3,2025-07-16,44
1397785,29418.0,5,2025-08-16,13
1397823,70703.33333333333,3,2025-07-30,30
1397877,14950.0,2,2025-08-12,17
1398004,7571.666666666667,30,2025-08-18,11
1398070,44016.666666666664,3,2025-08-12,17
1398148,90800.0,5,2025-08-06,23
1398271,15773.758620689656,145,2025-08-16,13
1398318,53841.666666666664,3,2025-08-07,22
1398530,11157.5,20,2025-08-15,14
1398575,51789.0,5,2025-08-16,13
1398579,55500.0,2,2025-08-07,22
1398677,15000.0,1,2025-06-25,65
1398714,33384.61538461538,13,2025-08-17,12
1398866,9399.926470588236,68,2025-07-31,29
1398887,23976.25,12,2025-07-02,58
1399014,12535.47619047619,21,2025-08-17,12
1399085,14430.5,20,2025-07-27,33
1399091,150000.0,2,2025-06-20,70
1399145,92361.875,8,2025-07-25,35
1399239,63962.820512820515,39,2025-08-18,11
1399267,150500.0,2,2025-06-30,60
1399309,48566.666666666664,3,2025-08-06,23
1399370,10173.0,100,2025-08-18,11
1399425,33351.666666666664,12,2025-08-06,23
1399441,63360.0,11,2025-08-17,12
1399509,57221.153846153844,13,2025-08-09,20
1399518,4666.666666666667,3,2025-08-12,17
1399547,74267.5,4,2025-08-16,13
1399557,42707.5,4,2025-07-31,29
1399592,42532.75,20,2025-07-31,29
1399596,117675.0,6,2025-07-19,41
1399717,9900.0,15,2025-07-31,29
1399773,16270.0,6,2025-08-16,13
1399776,47250.0,10,2025-08-11,18
1399786,12292.291666666666,24,2025-08-18,11
1399912,31666.666666666668,3,2025-07-30,30
1400095,160800.0,5,2025-08-03,26
1400319,118933.33333333333,3,2025-07-31,29
1400428,30575.0,5,2025-08-06,23
1400560,70142.85714285714,7,2025-08-04,25
1400724,132000.0,2,2025-08-13,16
1400897,8333.333333333334,3,2025-08-16,13
1401237,85345.9375,16,2025-07-28,32
1401274,14399.21052631579,38,2025-08-17,12
1401454,38386.5,2,2025-08-12,17
1401457,5000.0,1,2025-07-23,37
1402104,16485.714285714286,7,2025-08-17,12
1402180,11818.0,3,2025-07-30,30
1402478,10242.727272727272,11,2025-08-17,12
1402517,100207.5,8,2025-08-09,20
1402577,3235.0,9,2025-08-16,13
1402618,6553.846153846154,13,2025-08-14,15
1402642,8016.375,40,2025-08-10,19
1402652,31849.64285714286,14,2025-07-27,33
1402819,100000.0,1,2025-06-17,73
1403280,77070.0,5,2025-08-15,14
1403676,97695.0,2,2025-07-30,30
1403784,95000.0,1,2025-07-05,55
1403869,17312.5,8,2025-08-18,11
1403925,14770.714285714286,7,2025-08-17,12
1403943,7465.95,100,2025-08-12,17
1403946,134500.0,1,2025-07-03,57
1403995,35000.0,1,2025-07-16,44
1404005,33558.46153846154,26,2025-08-18,11
1404015,37750.0,6,2025-08-12,17
1404146,71251.25,36,2025-08-08,21
1404155,72171.11111111111,9,2025-08-15,14
1404192,40543.333333333336,6,2025-08-10,19
1404336,1257.5,2,2025-08-11,18
1404340,50833.333333333336,3,2025-07-26,34
1404382,69200.0,9,2025-08-13,16
1404393,160600.0,4,2025-07-29,31
1404479,8600.0,1,2025-08-02,27
1404568,105752.5,4,2025-07-03,57
1404700,42573.88888888889,18,2025-08-14,15
1404948,60500.0,6,2025-07-29,31
1404992,18277.777777777777,18,2025-08-17,12
1405163,5000.0,1,2025-08-18,11
1405176,144311.25,4,2025-08-01,28
1405468,113000.0,5,2025-07-28,32
1405603,20000.0,4,2025-07-28,32
1405883,116750.0,4,2025-07-30,30
1405900,14429.411764705883,17,2025-08-09,20
1406431,43772.083333333336,48,2025-08-10,19
1406447,4532.5,4,2025-08-10,19
1406685,139000.0,1,2025-06-30,60
1406820,41004.333333333336,3,2025-07-01,59
1406883,23423.0,35,2025-08-16,13
1407036,108750.0,3,2025-07-13,47
1407187,10726.666666666666,57,2025-08-11,18
1407215,62858.5,20,2025-08-14,15
1407311,95000.0,1,2025-08-08,21
1407343,61375.0,4,2025-08-16,13
1407408,26428.333333333332,3,2025-07-31,29
1407486,11077.666666666666,30,2025-08-10,19
1407698,30280.4,25,2025-08-18,11
1407923,11600.0,1,2025-07-03,57
1407999,11307.35294117647,68,2025-08-17,12
1408734,70700.0,1,2025-07-14,46
1408954,200000.0,1,2025-08-04,25
1409096,102500.0,2,2025-08-02,27
1409197,43988.88888888889,9,2025-07-25,35
1409245,20471.875,8,2025-07-19,41
1409341,6914.285714285715,28,2025-08-17,12
1409382,78900.0,1,2025-07-30,30
1409397,3700.0,2,2025-08-14,15
1409672,19028.571428571428,7,2025-08-07,22
1409841,165600.0,5,2025-08-05,24
1410162,58962.5,4,2025-08-07,22
1410659,24137.14285714286,7,2025-08-16,13
1410857,33220.0,5,2025-08-05,24
1411147,552.5,2,2025-07-21,39
1411839,124250.0,2,2025-07-02,58
1412211,42166.0,10,2025-08-18,11
1412665,95500.0,2,2025-07-01,59
1413237,75000.0,2,2025-07-21,39
1413445,93013.0,20,2025-08-12,17
1413698,30395.576923076922,52,2025-08-13,16
1413699,108500.0,2,2025-07-30,30
1413722,3183.3333333333335,3,2025-07-25,35
1414116,19853.88888888889,9,2025-08-12,17
1415165,32735.0,6,2025-07-29,31
1415350,58784.0,5,2025-07-31,29
1415411,57466.666666666664,3,2025-08-08,21
1415527,12085.0,3,2025-08-11,18
1416387,22000.0,1,2025-08-05,24
1416919,163633.33333333334,3,2025-08-01,28
1417723,37500.0,2,2025-08-15,14
1417802,500.0,1,2025-07-31,29
1418550,17501.58653846154,104,2025-08-18,11
1418641,67875.0,21,2025-08-18,11
1418958,158832.5,4,2025-07-28,32
1419118,32000.0,5,2025-08-15,14
1419434,56014.28571428572,7,2025-08-06,23
1419511,84000.0,2,2025-08-16,13
1419806,50250.0,2,2025-08-13,16
1420018,3071.6666666666665,9,2025-08-18,11
1420125,33333.333333333336,3,2025-07-28,32
1420150,12400.0,5,2025-08-05,24
1420283,4757.5,6,2025-08-09,20
1420817,77979.33333333333,6,2025-08-18,11
1420868,5085.0,13,2025-07-10,50
1420934,28627.58620689655,29,2025-08-13,16
1420959,7811.0,4,2025-08-05,24
1421320,36212.704081632655,98,2025-08-17,12
