societaire,montant_moyen,nb_transactions_mois,dernière_transaction,dernière_transaction_jour
454263,147975.0,2,2025-06-28,62
454264,8942.142857142857,28,2025-07-10,50
454274,97215.0,5,2025-08-01,28
454281,31687.5,16,2025-08-04,25
454282,40083.333333333336,12,2025-08-03,26
454329,74778.57142857143,7,2025-08-07,22
454333,92927.27272727272,11,2025-07-25,35
454346,73168.75,8,2025-07-26,34
454374,12004.591836734693,49,2025-08-17,12
454396,2600.0,2,2025-07-28,32
454432,70880.26315789473,38,2025-08-18,11
454453,76834.28571428571,7,2025-07-30,30
454454,42921.42857142857,7,2025-08-07,22
454458,89605.71428571429,7,2025-07-29,31
454464,118314.0,2,2025-07-29,31
454494,21917.5,4,2025-08-11,18
454510,135745.0,4,2025-08-18,11
454541,17026.25,4,2025-07-28,32
454542,32250.0,6,2025-07-30,30
454602,38559.545454545456,22,2025-08-11,18
454642,38489.2,25,2025-08-18,11
454659,176638.33333333334,6,2025-08-14,15
454665,121500.0,2,2025-07-04,56
454672,70345.0,5,2025-07-25,35
454720,102775.0,4,2025-07-28,32
454740,75973.75,4,2025-08-02,27
454894,18000.0,1,2025-07-05,55
454903,14100.0,2,2025-08-11,18
454935,122725.0,4,2025-07-28,32
454945,14287.066666666668,75,2025-08-17,12
455021,140000.0,2,2025-08-05,24
455034,6503.636363636364,11,2025-08-18,11
455054,27522.5,4,2025-08-06,23
455067,64350.0,8,2025-08-10,19
455070,42107.666666666664,15,2025-08-18,11
455074,12000.0,1,2025-08-16,13
455079,43037.5,2,2025-07-25,35
455090,89797.0,5,2025-07-28,32
455096,111726.66666666667,6,2025-07-31,29
455112,99325.0,1,2025-08-06,23
455113,135666.66666666666,3,2025-07-25,35
455134,1670.0,3,2025-07-25,35
455143,20000.0,1,2025-08-12,17
455166,33918.666666666664,15,2025-08-17,12
455170,57645.454545454544,11,2025-08-18,11
455201,148483.33333333334,3,2025-07-02,58
455492,125750.0,4,2025-07-03,57
455948,152835.0,4,2025-07-25,35
456023,110300.0,5,2025-07-29,31
456105,8233.333333333334,6,2025-08-18,11
456127,8535.0,2,2025-08-09,20
456194,17500.0,1,2025-07-18,42
456215,5016.666666666667,3,2025-07-29,31
456225,13930.384615384615,13,2025-08-15,14
456233,50000.0,1,2025-08-10,19
456238,127000.0,1,2025-07-26,34
456242,65020.0,5,2025-07-25,35
456248,124491.0,5,2025-07-27,33
456268,70000.0,3,2025-08-02,27
456279,144187.5,4,2025-07-28,32
456383,23533.333333333332,3,2025-08-14,15
456394,24585.714285714286,49,2025-08-18,11
456409,52187.916666666664,12,2025-08-04,25
456433,144000.0,1,2025-07-23,37
456444,67500.0,2,2025-08-06,23
456597,33868.68421052631,19,2025-08-06,23
456701,66266.66666666667,15,2025-08-11,18
456765,39000.0,1,2025-08-09,20
456802,20137.272727272728,11,2025-08-17,12
456808,25566.666666666668,15,2025-08-08,21
456832,5000.0,1,2025-06-19,71
456968,27892.5,6,2025-08-14,15
456986,150000.0,3,2025-08-15,14
457249,52781.42857142857,28,2025-08-16,13
457297,70200.0,2,2025-08-17,12
457318,11243.484848484848,33,2025-08-05,24
457418,51890.625,8,2025-08-11,18
457432,55571.42857142857,14,2025-07-21,39
457649,41667.77777777778,9,2025-07-28,32
457698,20984.382352941175,34,2025-08-17,12
457902,39592.857142857145,7,2025-07-06,54
457903,9914.375,16,2025-08-08,21
457906,72500.0,2,2025-08-12,17
457919,15241.489361702128,47,2025-08-14,15
457921,17722.666666666668,15,2025-08-12,17
457954,11666.666666666666,3,2025-08-11,18
457981,37748.793103448275,29,2025-08-17,12
457986,133037.27272727274,11,2025-08-08,21
458067,136000.0,2,2025-08-01,28
458108,41086.666666666664,3,2025-08-11,18
458145,9508.333333333334,6,2025-08-18,11
458161,98895.2,5,2025-07-30,30
458329,14464.285714285714,14,2025-08-06,23
458331,161000.0,1,2025-06-28,62
458338,126491.90476190476,21,2025-08-18,11
458343,17500.0,2,2025-08-01,28
458556,56093.333333333336,9,2025-07-27,33
458745,5571.428571428572,14,2025-08-14,15
458755,67571.42857142857,7,2025-08-11,18
458765,54800.0,5,2025-08-13,16
458819,29873.333333333332,15,2025-08-18,11
458825,11287.758620689656,29,2025-08-05,24
458835,1750.0,2,2025-07-06,54
458852,60600.0,2,2025-07-21,39
458861,50000.0,4,2025-08-16,13
458882,33096.42857142857,14,2025-08-17,12
458883,27989.64285714286,14,2025-08-11,18
458900,116585.71428571429,14,2025-08-07,22
458906,1000.0,1,2025-07-31,29
458914,19036.11111111111,18,2025-07-23,37
459078,39845.49382716049,81,2025-08-17,12
459088,13172.173913043478,69,2025-08-18,11
459101,14863.04347826087,23,2025-08-11,18
459112,143500.0,3,2025-08-01,28
459127,49471.851851851854,27,2025-07-22,38
459236,95761.0,1,2025-07-31,29
459247,48000.0,1,2025-08-01,28
459249,100175.0,4,2025-08-14,15
459403,110537.0,5,2025-07-31,29
459434,93595.55555555556,9,2025-07-28,32
459439,113988.57142857143,7,2025-07-16,44
459449,74798.88888888889,9,2025-08-08,21
459485,12692.307692307691,117,2025-08-18,11
459487,71389.5,2,2025-08-06,23
459505,132825.0,2,2025-06-27,63
459529,95326.25,4,2025-08-08,21
459531,27687.5,8,2025-08-08,21
459594,98961.25,28,2025-08-08,21
459599,74277.77777777778,27,2025-08-16,13
459635,15025.0,2,2025-07-05,55
459668,104583.33333333333,6,2025-08-01,28
459687,8711.0,4,2025-08-12,17
459832,117333.33333333333,6,2025-08-17,12
459896,125000.0,8,2025-08-14,15
459917,15000.0,1,2025-08-02,27
459924,10000.0,1,2025-07-30,30
459942,50400.0,5,2025-08-15,14
459953,60360.0,8,2025-08-01,28
459969,90250.0,2,2025-07-29,31
459972,176500.0,8,2025-07-27,33
459978,70512.5,4,2025-07-28,32
460003,65000.0,2,2025-08-01,28
460049,19412.5,8,2025-08-13,16
460087,44103.7037037037,27,2025-08-16,13
460088,52825.0,4,2025-07-30,30
460097,52003.333333333336,3,2025-06-28,62
460112,65747.0,5,2025-08-08,21
460118,74268.0,5,2025-07-28,32
460148,76420.0,5,2025-08-01,28
460151,112872.5,4,2025-07-28,32
460212,13492.32558139535,43,2025-08-06,23
460319,21154.5,10,2025-08-07,22
460407,54964.444444444445,9,2025-08-18,11
460417,104897.5,2,2025-07-28,32
460438,46530.0,6,2025-08-15,14
460446,50210.0,12,2025-08-08,21
460461,122383.33333333333,3,2025-07-30,30
460462,201000.0,4,2025-07-02,58
460464,126833.33333333333,3,2025-08-07,22
460468,5644.782608695652,23,2025-08-04,25
460490,13994.444444444445,9,2025-08-13,16
460530,59250.0,2,2025-08-14,15
460550,94256.66666666667,6,2025-08-04,25
460586,66250.0,8,2025-08-15,14
460631,18575.0,2,2025-07-25,35
460665,130000.0,2,2025-07-28,32
460679,200000.0,1,2025-07-31,29
461093,137250.0,9,2025-08-15,14
461262,72700.55555555556,27,2025-08-01,28
461399,63120.0,9,2025-07-28,32
461871,32406.666666666668,3,2025-08-03,26
462203,85000.0,2,2025-07-29,31
462245,21532.333333333332,15,2025-08-16,13
462277,40415.555555555555,54,2025-08-18,11
462742,86617.77777777778,18,2025-08-13,16
462920,5709.545454545455,11,2025-07-29,31
463098,18556.07843137255,51,2025-08-13,16
463234,48285.71428571428,7,2025-08-06,23
463278,125500.0,3,2025-08-05,24
463388,50014.0,10,2025-08-13,16
463393,714.2857142857143,7,2025-08-15,14
463414,5000.0,1,2025-06-26,64
463428,76974.70588235294,17,2025-08-14,15
463458,61500.0,6,2025-07-30,30
463486,103752.63157894737,19,2025-08-16,13
463520,72266.66666666667,6,2025-08-06,23
463553,65966.66666666667,15,2025-08-05,24
463569,18376.428571428572,7,2025-08-18,11
463596,87525.0,2,2025-07-31,29
463617,85262.5,4,2025-08-03,26
463673,84600.0,15,2025-08-18,11
463677,74003.33333333333,6,2025-07-28,32
463678,136700.0,3,2025-07-28,32
463694,61057.57142857143,14,2025-08-18,11
463698,41973.333333333336,18,2025-08-17,12
463720,12397.97619047619,42,2025-08-17,12
463739,91110.0,3,2025-08-03,26
463749,78686.36363636363,11,2025-07-28,32
463799,37500.0,3,2025-08-18,11
463819,177250.0,8,2025-08-18,11
463857,3000.0,7,2025-08-18,11
463874,6000.0,4,2025-07-28,32
463937,14450.0,3,2025-07-31,29
464052,5793.75,4,2025-08-11,18
464089,176750.0,2,2025-06-26,64
464135,13379.25,40,2025-08-17,12
464205,38977.5,4,2025-08-12,17
464209,89506.2,5,2025-07-31,29
464235,21643.333333333332,21,2025-07-30,30
464290,15050.0,2,2025-07-31,29
464315,74600.0,5,2025-07-27,33
464356,106000.0,2,2025-07-28,32
464374,51513.57142857143,14,2025-08-14,15
464423,45666.0,5,2025-08-17,12
464460,118750.0,4,2025-08-08,21
464472,47500.0,1,2025-06-30,60
464482,77149.0,5,2025-07-27,33
464486,27265.95238095238,21,2025-08-07,22
464489,12851.875,8,2025-08-14,15
464510,20518.333333333332,3,2025-06-29,61
464522,10648.333333333334,3,2025-07-05,55
464525,101416.66666666667,6,2025-08-17,12
464532,68937.5,8,2025-08-12,17
464535,21129.117647058825,34,2025-07-28,32
464695,500.0,1,2025-06-30,60
464725,111400.0,5,2025-08-18,11
464836,142666.94915254237,59,2025-08-16,13
464933,28424.285714285714,7,2025-06-30,60
465074,9964.615384615385,26,2025-08-13,16
465812,62750.0,4,2025-07-31,29
465868,66958.125,8,2025-08-13,16
466026,150000.0,4,2025-08-16,13
466110,135000.0,1,2025-06-27,63
466214,20000.0,1,2025-07-21,39
466224,16430.58823529412,17,2025-08-12,17
466241,115508.33333333333,3,2025-07-25,35
466320,29666.666666666668,3,2025-08-11,18
466358,49796.0,5,2025-08-09,20
466387,70812.0,15,2025-08-17,12
466445,150000.0,2,2025-07-27,33
466519,57826.07142857143,14,2025-08-13,16
466588,63442.0,5,2025-07-30,30
466595,62112.8125,16,2025-08-15,14
466623,133333.33333333334,9,2025-08-03,26
466632,60222.22222222222,9,2025-08-01,28
466805,15465.555555555555,36,2025-08-15,14
466947,16291.42857142857,14,2025-08-14,15
466960,25000.0,1,2025-06-17,73
467047,76650.35714285714,14,2025-08-14,15
467077,86815.90909090909,22,2025-08-08,21
467078,200000.0,1,2025-07-31,29
467094,162750.0,4,2025-08-17,12
467275,139000.0,1,2025-07-24,36
467367,131250.0,16,2025-08-17,12
467380,80200.0,4,2025-08-05,24
467396,127150.0,2,2025-07-29,31
467403,118700.0,2,2025-08-07,22
467479,145855.0,5,2025-08-09,20
467516,94301.8,5,2025-07-28,32
467806,75818.18181818182,11,2025-08-15,14
467854,104393.75,4,2025-07-29,31
467885,57822.916666666664,12,2025-07-31,29
467887,129571.42857142857,21,2025-08-09,20
467897,91500.0,2,2025-07-25,35
467918,17243.043478260868,23,2025-07-09,51
467941,148500.0,2,2025-08-06,23
468044,95333.33333333333,3,2025-08-01,28
468095,26900.0,5,2025-08-06,23
468113,16382.5,8,2025-08-16,13
468207,129626.66666666667,3,2025-07-28,32
468290,21262.85714285714,28,2025-08-14,15
468357,67500.0,4,2025-08-11,18
468503,184500.0,2,2025-07-25,35
471004,96132.0,5,2025-08-18,11
471102,49591.5,20,2025-08-18,11
471138,126000.0,2,2025-08-12,17
471175,19893.333333333332,15,2025-08-10,19
471206,91947.8947368421,19,2025-08-18,11
471225,111917.30769230769,26,2025-08-17,12
471283,45382.5,4,2025-08-18,11
471307,121700.0,2,2025-07-29,31
471358,10050.0,2,2025-07-25,35
471371,125120.0,2,2025-07-30,30
471374,76000.0,1,2025-07-04,56
471388,93970.0,10,2025-08-05,24
471395,13244.864864864865,37,2025-08-18,11
471440,5000.0,1,2025-06-28,62
471454,96500.0,2,2025-06-27,63
471508,21733.333333333332,3,2025-08-11,18
471520,48152.17391304348,23,2025-08-06,23
471521,201000.0,2,2025-07-07,53
471595,33051.0,20,2025-08-17,12
471626,32762.5,4,2025-08-04,25
471659,55502.27272727273,11,2025-08-02,27
471675,36945.833333333336,12,2025-07-26,34
471744,40502.5,8,2025-08-09,20
471764,8535.0,4,2025-08-18,11
471770,81052.5,4,2025-07-29,31
471798,18428.16091954023,87,2025-08-18,11
471810,110000.0,2,2025-08-05,24
471825,1200.0,1,2025-06-18,72
471850,22882.058823529413,153,2025-08-18,11
471861,20294.666666666668,90,2025-08-18,11
471878,76927.5,4,2025-07-28,32
471887,39314.52380952381,21,2025-08-16,13
471916,35651.11111111111,18,2025-08-18,11
471925,77005.0,8,2025-08-07,22
471965,31484.0,4,2025-07-24,36
471994,48366.666666666664,12,2025-08-18,11
472030,120333.33333333333,3,2025-08-14,15
472065,13000.0,12,2025-08-01,28
472071,46285.71428571428,7,2025-08-14,15
472143,86083.33333333333,6,2025-07-28,32
472195,55449.0,5,2025-07-28,32
472203,79350.0,8,2025-08-05,24
472233,75333.33333333333,3,2025-07-25,35
472308,78692.5,4,2025-07-28,32
472338,22490.0,8,2025-08-18,11
472411,7490.833333333333,6,2025-08-12,17
472431,121178.33333333333,3,2025-07-28,32
472437,38750.0,28,2025-08-14,15
472532,23933.75,12,2025-07-31,29
472541,116500.0,2,2025-07-29,31
472546,175000.0,2,2025-08-07,22
472551,141953.33333333334,6,2025-07-30,30
472634,65700.0,3,2025-08-07,22
472645,48000.0,2,2025-08-17,12
472675,73519.35294117648,17,2025-08-06,23
472689,113000.0,2,2025-08-06,23
472716,13240.0,3,2025-07-24,36
472807,50372.42857142857,7,2025-07-28,32
472822,27917.14285714286,21,2025-08-18,11
472826,14069.054054054053,37,2025-08-17,12
472835,48200.0,2,2025-08-04,25
472882,57141.666666666664,12,2025-08-17,12
472930,117635.0,8,2025-08-18,11
472966,8250.0,2,2025-07-29,31
472967,11731.0,10,2025-08-11,18
472968,194940.0,4,2025-08-05,24
472989,8500.0,2,2025-08-11,18
473024,87773.75,4,2025-08-08,21
473046,79997.88461538461,26,2025-08-10,19
473050,8457.6,25,2025-08-09,20
473059,70366.66666666667,3,2025-08-18,11
473069,61165.0,7,2025-08-03,26
473079,88425.0,4,2025-07-30,30
473094,175000.0,4,2025-07-17,43
473115,96900.0,5,2025-08-11,18
473128,20000.0,2,2025-08-14,15
473188,128255.5,2,2025-07-30,30
473227,9613.636363636364,11,2025-08-10,19
473235,82030.71428571429,7,2025-08-05,24
473248,16825.0,6,2025-07-28,32
473249,80400.0,5,2025-08-09,20
473253,65402.5,4,2025-07-28,32
473323,70882.85714285714,7,2025-07-31,29
473324,41392.0,20,2025-08-15,14
473348,112835.71428571429,7,2025-08-16,13
473354,46204.642857142855,14,2025-08-10,19
473355,195445.0,4,2025-08-11,18
473356,200000.0,3,2025-08-01,28
473359,94050.0,9,2025-08-18,11
473366,150466.66666666666,15,2025-08-16,13
473376,10000.0,2,2025-07-12,48
473471,103197.17391304347,23,2025-08-07,22
473489,94480.0,5,2025-08-18,11
473491,8505.0,3,2025-08-11,18
473501,12017.241379310344,58,2025-08-15,14
473509,7416.666666666667,6,2025-08-12,17
473543,110600.0,5,2025-08-18,11
473561,115860.0,4,2025-07-30,30
473570,99571.42857142857,7,2025-08-07,22
473616,85546.35714285714,14,2025-08-18,11
473657,95788.46153846153,13,2025-08-07,22
473673,11250.0,2,2025-08-11,18
473686,30000.0,1,2025-07-16,44
473691,5000.0,3,2025-07-30,30
473707,81500.0,3,2025-07-28,32
473710,40448.63636363636,22,2025-08-18,11
473728,66494.0,15,2025-08-15,14
473768,48071.84210526316,19,2025-08-06,23
473782,23988.88888888889,18,2025-08-18,11
473791,169437.5,4,2025-07-28,32
473792,47370.769230769234,13,2025-08-16,13
473793,8444.444444444445,9,2025-08-04,25
473862,49725.0,10,2025-08-16,13
473882,41500.0,3,2025-08-16,13
473919,47643.42105263158,19,2025-08-18,11
473956,173500.0,2,2025-07-29,31
473958,73145.0,6,2025-08-02,27
473965,28910.869565217392,46,2025-08-16,13
473981,80555.0,2,2025-07-30,30
474082,4129.393939393939,33,2025-08-14,15
474102,29271.25,4,2025-07-30,30
474103,30714.285714285714,7,2025-07-30,30
474105,151333.33333333334,3,2025-07-28,32
474165,60992.72727272727,11,2025-08-09,20
474227,2077.5,2,2025-08-14,15
474238,176350.0,10,2025-07-31,29
474246,179106.66666666666,6,2025-07-18,42
474349,4000.0,1,2025-08-05,24
474362,99158.16666666667,6,2025-08-11,18
474378,59207.72727272727,11,2025-08-13,16
474393,10050.0,2,2025-06-18,72
474434,10166.666666666666,21,2025-08-17,12
474533,7940.0,9,2025-08-06,23
474535,62589.142857142855,35,2025-08-14,15
474559,111776.66666666667,6,2025-07-29,31
474602,20950.35714285714,14,2025-07-30,30
474668,84500.0,2,2025-07-28,32
474677,78636.36363636363,11,2025-08-12,17
474688,100750.0,4,2025-08-18,11
474758,55252.5,10,2025-07-01,59
474769,128750.0,2,2025-07-29,31
474770,136160.0,5,2025-08-17,12
474812,127500.0,2,2025-08-02,27
474837,95089.66666666667,15,2025-07-30,30
474904,96480.0,25,2025-08-14,15
474927,82040.0,9,2025-08-18,11
474929,12500.0,2,2025-08-05,24
474945,145475.0,4,2025-07-28,32
475019,93000.0,2,2025-07-28,32
475036,100000.0,4,2025-08-16,13
475067,121250.0,4,2025-08-01,28
475094,93400.0,5,2025-07-29,31
475096,129040.0,5,2025-08-01,28
475102,5042.5,4,2025-08-12,17
475113,19666.666666666668,9,2025-07-05,55
475123,153190.0,3,2025-07-29,31
475131,113625.0,2,2025-06-27,63
475133,137381.0,5,2025-08-18,11
475153,134666.66666666666,3,2025-07-01,59
475154,7800.0,1,2025-08-18,11
475188,83000.0,2,2025-07-29,31
475192,105701.66666666667,6,2025-08-18,11
475227,50365.0,10,2025-08-16,13
475235,29603.333333333332,6,2025-07-28,32
475241,37936.666666666664,3,2025-07-29,31
475249,44768.913043478264,23,2025-08-17,12
475260,28105.909090909092,22,2025-08-18,11
475282,105302.5,4,2025-08-18,11
475291,59400.0,5,2025-08-13,16
475303,200000.0,1,2025-06-28,62
475339,118000.0,5,2025-08-18,11
475344,102873.57142857143,7,2025-08-01,28
475387,134587.5,4,2025-07-31,29
475423,10250.0,2,2025-08-17,12
475432,125166.66666666667,3,2025-08-01,28
475434,22100.0,5,2025-08-05,24
475497,28937.5,6,2025-08-06,23
475510,62285.71428571428,7,2025-08-14,15
475656,70183.33333333333,6,2025-07-28,32
475663,30947.36842105263,19,2025-08-18,11
475728,16716.25,4,2025-07-30,30
475756,40500.0,1,2025-07-25,35
475780,90000.0,1,2025-07-02,58
475798,50500.0,1,2025-06-25,65
475916,45400.0,3,2025-07-26,34
475932,33835.0,4,2025-08-06,23
475935,58270.0,4,2025-08-05,24
475955,30482.608695652172,23,2025-08-15,14
476029,30523.709677419356,31,2025-08-03,26
476040,73500.0,2,2025-07-25,35
476068,64275.0,10,2025-08-06,23
476090,10000.0,1,2025-08-18,11
476103,10794.09090909091,11,2025-08-16,13
476129,47060.0,6,2025-07-28,32
476211,170540.0,10,2025-07-11,49
476282,136000.0,2,2025-07-28,32
476444,27966.25,12,2025-08-12,17
476450,22497.85714285714,14,2025-07-30,30
476477,77000.0,1,2025-08-18,11
476654,26588.333333333332,6,2025-07-24,36
476693,80045.0,4,2025-08-01,28
476772,6136.5,10,2025-08-15,14
476824,6000.0,2,2025-08-18,11
476912,44154.0,5,2025-07-30,30
477003,30661.53846153846,13,2025-08-03,26
477011,76633.5,2,2025-07-31,29
477113,106560.0,5,2025-07-28,32
477235,115666.66666666667,3,2025-08-12,17
477254,20000.0,3,2025-07-25,35
477396,80833.33333333333,6,2025-08-18,11
477444,10661.555555555555,45,2025-07-14,46
477514,105550.0,6,2025-08-02,27
477591,21219.166666666668,12,2025-08-18,11
477646,66091.11111111111,9,2025-08-18,11
477675,5000.0,1,2025-08-15,14
477681,52456.11111111111,9,2025-07-29,31
477782,34502.63888888889,36,2025-08-11,18
477816,150000.0,1,2025-08-06,23
477831,9604.0,10,2025-08-17,12
477855,66866.66666666667,3,2025-08-08,21
477863,5286.363636363636,11,2025-08-16,13
477887,26100.777777777777,45,2025-07-22,38
477889,91000.0,1,2025-07-31,29
477907,29840.0,5,2025-08-13,16
477964,17500.0,2,2025-07-18,42
478006,8241.891891891892,37,2025-08-18,11
478011,67483.33333333333,6,2025-07-30,30
478029,105500.0,2,2025-07-28,32
478215,139870.0,6,2025-08-01,28
478270,102641.875,16,2025-08-16,13
478473,107625.0,2,2025-07-28,32
478509,5000.0,1,2025-08-05,24
478628,38500.0,2,2025-08-13,16
478724,165000.0,1,2025-07-28,32
478746,36789.444444444445,18,2025-08-09,20
478801,33177.28571428572,35,2025-08-18,11
478830,97800.0,9,2025-07-28,32
478834,21054.666666666668,30,2025-08-04,25
478864,77895.5,2,2025-08-01,28
478874,12534.679487179486,78,2025-08-14,15
478883,91580.0,5,2025-08-13,16
478940,181916.66666666666,9,2025-08-11,18
479018,43079.13043478261,23,2025-08-06,23
479163,8000.0,2,2025-08-11,18
479171,15041.666666666666,12,2025-07-17,43
479184,79666.66666666667,3,2025-07-29,31
479283,26569.285714285714,7,2025-08-08,21
479346,42000.0,7,2025-08-18,11
479368,44708.0,10,2025-08-16,13
479380,37191.794871794875,39,2025-08-11,18
479384,29192.85714285714,28,2025-08-18,11
479402,134680.0,3,2025-07-28,32
479409,52025.0,14,2025-08-05,24
479441,42493.51851851852,27,2025-08-16,13
479460,38783.333333333336,21,2025-08-10,19
479524,20172.622950819674,61,2025-08-18,11
479550,68000.0,2,2025-08-12,17
479562,120906.66666666667,6,2025-08-01,28
479567,151681.81818181818,22,2025-08-10,19
479711,45453.433333333334,30,2025-08-14,15
479739,183401.25,4,2025-07-28,32
479768,31081.875,24,2025-08-10,19
479795,53402.5,8,2025-08-09,20
479798,141500.0,4,2025-07-28,32
479800,107990.0,22,2025-08-11,18
479803,157970.0,10,2025-08-04,25
479875,43631.25,8,2025-08-12,17
479876,2811.730769230769,26,2025-08-11,18
479910,14472.142857142857,7,2025-08-09,20
479931,51723.07692307692,13,2025-08-08,21
479932,3750.0,2,2025-08-08,21
479961,114906.0,5,2025-07-28,32
479965,141333.33333333334,3,2025-08-17,12
479968,107472.0,5,2025-07-28,32
479989,46528.57142857143,14,2025-08-18,11
479996,93927.5,8,2025-07-29,31
480005,38852.5,4,2025-08-15,14
480009,40003.57142857143,21,2025-08-14,15
480011,14000.0,1,2025-08-11,18
480019,96569.44444444444,9,2025-07-28,32
480021,41666.666666666664,3,2025-08-04,25
480023,30508.88888888889,9,2025-08-11,18
480024,69412.0,25,2025-08-15,14
480037,40000.0,2,2025-08-11,18
480054,59083.333333333336,6,2025-08-12,17
480058,96125.0,2,2025-07-29,31
480063,18679.0,20,2025-08-18,11
480066,21574.714285714286,35,2025-08-18,11
480091,96943.33333333333,6,2025-07-31,29
480095,62189.230769230766,13,2025-08-06,23
480107,140635.0,7,2025-08-15,14
480112,125000.0,2,2025-07-31,29
480120,101731.66666666667,3,2025-07-29,31
480129,57550.0,10,2025-08-06,23
480130,5285.0,2,2025-08-11,18
480136,55049.0,5,2025-08-08,21
480153,111332.5,4,2025-07-29,31
480168,38750.0,2,2025-08-06,23
480197,21011.764705882353,17,2025-08-16,13
480220,31762.85714285714,7,2025-07-03,57
480797,201000.0,2,2025-07-31,29
480865,46250.0,4,2025-07-26,34
480912,37950.96153846154,26,2025-08-18,11
481315,34295.625,16,2025-08-14,15
481410,21250.0,4,2025-08-16,13
481485,31500.0,2,2025-08-18,11
481528,105868.5,30,2025-08-15,14
481556,4343.333333333333,3,2025-08-05,24
481587,102525.0,2,2025-07-01,59
481692,125750.0,4,2025-07-28,32
481910,24167.727272727272,11,2025-08-09,20
481953,150000.0,1,2025-07-27,33
482125,20350.76923076923,13,2025-08-13,16
482223,29523.636363636364,11,2025-08-04,25
482256,10050.0,2,2025-06-28,62
482760,29072.5,12,2025-08-06,23
482789,36729.642857142855,14,2025-08-18,11
482874,38909.0,5,2025-07-28,32
482878,71650.0,4,2025-07-28,32
482928,32365.0,10,2025-08-08,21
482941,61149.3,10,2025-06-28,62
482947,3250.0,2,2025-07-30,30
482951,64000.0,5,2025-07-29,31
482957,83760.0,7,2025-07-29,31
483042,22772.727272727272,11,2025-08-05,24
483117,43360.0,5,2025-08-15,14
483140,23425.125,40,2025-08-04,25
483177,156050.0,4,2025-07-26,34
483184,27530.0,14,2025-07-31,29
483196,36250.0,8,2025-07-12,48
483248,9547.142857142857,7,2025-08-05,24
483250,55000.0,4,2025-07-29,31
483265,3000.0,1,2025-07-03,57
483289,18011.666666666668,3,2025-08-11,18
483381,35000.0,2,2025-07-14,46
483394,51221.0,5,2025-08-04,25
483409,35500.0,2,2025-08-06,23
483423,31890.0,22,2025-08-18,11
483428,82133.88888888889,9,2025-07-28,32
483512,56985.71428571428,7,2025-08-01,28
483526,68296.66666666667,6,2025-08-08,21
483529,96700.0,2,2025-07-07,53
483537,125245.0,4,2025-07-28,32
483541,136045.45454545456,22,2025-08-01,28
483543,107873.33333333333,3,2025-07-28,32
483548,124000.0,3,2025-07-28,32
483553,79395.0,2,2025-07-29,31
483613,143577.5,2,2025-07-28,32
483623,49324.32432432433,37,2025-08-18,11
483627,22396.805555555555,36,2025-08-09,20
483630,75354.09090909091,11,2025-08-01,28
483632,22390.5,10,2025-08-15,14
483650,51709.09090909091,22,2025-08-16,13
483654,172050.0,3,2025-07-28,32
483684,10000.0,1,2025-06-24,66
483689,18160.0,10,2025-08-15,14
483700,71041.11111111111,9,2025-08-18,11
483730,134340.0,2,2025-07-29,31
483782,54627.5,10,2025-08-18,11
483799,88664.0,1,2025-07-29,31
483868,22625.0,2,2025-08-14,15
483896,21060.0,2,2025-07-19,41
483902,98480.625,8,2025-08-03,26
483905,188300.0,1,2025-07-29,31
483909,64813.90909090909,55,2025-08-04,25
483913,136250.0,4,2025-07-29,31
483929,3525.0,2,2025-07-30,30
483934,184000.0,2,2025-07-28,32
483950,48333.333333333336,3,2025-07-31,29
483971,100000.0,2,2025-07-28,32
483977,28750.0,4,2025-07-12,48
483978,53333.333333333336,3,2025-07-29,31
483979,85183.33333333333,3,2025-07-29,31
483981,93003.57142857143,7,2025-07-30,30
483983,69500.0,4,2025-07-28,32
483984,37000.0,5,2025-07-24,36
483985,145483.33333333334,3,2025-07-28,32
483993,65048.57142857143,7,2025-08-01,28
483995,109300.0,2,2025-08-01,28
484016,84171.11111111111,9,2025-07-03,57
484026,36242.5,16,2025-07-30,30
484040,7008.642857142857,14,2025-08-04,25
484067,155750.0,4,2025-07-29,31
484075,74666.66666666667,3,2025-08-11,18
484084,57058.82352941176,17,2025-07-28,32
484096,46700.0,9,2025-07-29,31
484101,125625.0,2,2025-07-29,31
484103,65822.85714285714,7,2025-08-08,21
484106,32318.18181818182,11,2025-07-29,31
484108,78809.31034482758,29,2025-08-16,13
484110,75750.0,3,2025-08-01,28
484114,22155.0,8,2025-08-11,18
484125,89280.0,5,2025-07-30,30
484133,5423.913043478261,46,2025-08-18,11
484138,26371.25,24,2025-07-28,32
484143,43888.75,4,2025-07-28,32
484156,85000.0,3,2025-08-08,21
484157,103373.33333333333,3,2025-07-29,31
484168,45755.89743589744,39,2025-08-18,11
484177,7100.0,1,2025-08-12,17
484182,151298.0,5,2025-07-28,32
484190,100045.5,20,2025-08-18,11
484234,81350.0,10,2025-07-28,32
484236,100700.0,5,2025-08-02,27
484242,66700.0,10,2025-08-12,17
484267,200000.0,1,2025-07-04,56
484279,71355.83333333333,12,2025-08-02,27
484282,46442.74193548387,31,2025-08-03,26
484314,40895.833333333336,12,2025-08-01,28
484330,128950.0,3,2025-07-30,30
484346,71966.33333333333,15,2025-08-08,21
484354,82591.11111111111,9,2025-08-03,26
484364,57307.083333333336,12,2025-08-04,25
484365,42500.0,2,2025-08-18,11
484376,96966.66666666667,3,2025-07-14,46
484380,38360.9375,16,2025-08-18,11
